Id,CompanyMaster_FK_ID,CompanyRefNo,ProductRefNo,ProductName,ProductDesc,NSNNumber,HSNCode,FutureExpansion,SIUnit_Fk_Id,AnnualProductionCapacity,ProductImage,ProductCertificateDet,ProductType_Fk_Id,DefencePlatform_Fk_Id,PTAType_Fk_Id,SalientFeature,PARTNo,Remarks,ItemExported,Final_Submit,IsActive,CreatedBy,CreatedDate,CreatedIP,UpdatedBy,UpdatedDate,UpdatedIP,OtherDefencePlatform,OtherTypeProduct,OtherPTA
16430,7706,C17072534125,NULL,COMPUTER & ACCESSORIES,COMPUTER & ACCESSORIES,,,,NULL,,,,12,3,3,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,31:51.8,14.97.34.2,NULL,NULL,NULL,,COMPUTER & ACCESSORIES,
16431,4393,C17072594457,NULL,Machining of Special Steel Hollows,Machining of Special Steel Hollows,,,,NULL,,,,12,514,9,,NULL,NULL,0,0,1,diptimoy.mohanty@midhani-india.in,31:52.6,210.212.221.231,NULL,NULL,NULL,NULL,Outsourcing,Outsourcing
16432,2233,C17072585509,NULL,SPARES AND SERVICE FOR SCREW AIR COMPRESSOR,,,8414,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,32:00.7,210.212.221.231,NULL,NULL,NULL,NULL,,
16433,598,C17072588958,NULL,NYLON FABRICS,,,,,11,,,,19,16,9,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,33:01.3,117.250.35.131,NULL,NULL,NULL,,,NYLON FABRICS
16434,5171,C17072521292,NULL,COMPUTER SOFTWARE,COMPUTER SOFTWARE,,,,NULL,,,,12,3,NULL,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,34:04.7,14.97.34.2,NULL,NULL,NULL,,COMPUTER SOFTWARE,
16435,6891,C17072573581,NULL,SPARE CONTROLLER CARDS,,,8504,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,34:36.0,210.212.221.231,NULL,NULL,NULL,NULL,,
16436,3632,C17072567038,NULL,Machining of Titanium Long Slabs,Machining of Titanium Long Slabs,,9988,,NULL,,,,12,514,9,,NULL,NULL,0,0,1,diptimoy.mohanty@midhani-india.in,34:41.9,210.212.221.231,NULL,NULL,NULL,NULL,Outsourcing,Outsourcing
16437,3632,C17072567038,NULL,Machining and Parting of Austenitic Stainless Steel,Machining and Parting of Austenitic Stainless Steel,,9988,,NULL,,,,12,514,9,,NULL,NULL,0,0,1,diptimoy.mohanty@midhani-india.in,35:33.9,210.212.221.231,NULL,NULL,NULL,NULL,Outsourcing,Outsourcing
16438,943,C17072552674,NULL,THREADS,,,,,12,,,,12,16,9,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,36:24.7,117.250.35.131,NULL,NULL,NULL,,THREADS,THREADS
16439,559,C17072548719,NULL,COMPUTER SOFTWARE,COMPUTER SOFTWARE,,,,NULL,,,,12,3,NULL,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,36:57.2,203.147.89.186,NULL,NULL,NULL,,COMPUTER SOFTWARE,
16440,3632,C17072567038,NULL,Machining of Stainless Steel Rings Billets,Machining of Stainless Steel Rings Billets,,9988,,NULL,,,,12,514,9,,NULL,NULL,0,0,1,diptimoy.mohanty@midhani-india.in,37:11.2,210.212.221.231,NULL,NULL,NULL,NULL,Outsourcing,Outsourcing
16441,4594,C17072554769,NULL,SPARE WATER COOLED POWER LEAD FOR SLAG MELTING SURFACE,,,8514,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,37:18.2,210.212.221.231,NULL,NULL,NULL,NULL,,
16442,990,C17072554204,NULL,NYLON FABRICS,,,,,11,,,,19,16,9,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,38:22.5,117.250.35.131,NULL,NULL,NULL,,,NYLON FABRICS
16443,7708,C17072543567,NULL,DIGITIZATION OF VARIOUS DRAWINGS,DIGITIZATION OF VARIOUS DRAWINGS,,,,NULL,,,,12,3,NULL,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,39:00.8,203.147.89.186,NULL,NULL,NULL,DIGITIZATION OF VARIOUS DRAWINGS,DIGITIZATION OF VARIOUS DRAWINGS,
16444,3631,C17072524314,NULL,Conversion of Low Alloy Steel Bars into Closed Die Forgings,Conversion of Low Alloy Steel Bars into Closed Die Forgings,,9988,,NULL,,,,12,514,9,,NULL,NULL,0,0,1,diptimoy.mohanty@midhani-india.in,39:21.7,112.133.220.98,NULL,NULL,NULL,NULL,Outsourcing,Outsourcing
16445,1000,C17072533381,NULL,TAPES AND CORDAGES,,,,,11,,,,12,16,9,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,39:44.0,117.250.35.131,NULL,NULL,NULL,,TAPES AND CORDAGES,TAPES AND CORDAGES
16446,56,C17072548399,NULL,DIGITIZATION OF VARIOUS DRAWINGS,DIGITIZATION OF VARIOUS DRAWINGS,,,,NULL,,,,12,3,NULL,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,40:52.7,14.97.34.2,NULL,NULL,NULL,,DIGITIZATION OF VARIOUS DRAWINGS,
16447,4752,C17072591694,NULL,TAPES AND CORDAGES,,,,,11,,,,12,16,9,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,41:13.2,117.250.35.131,NULL,NULL,NULL,,TAPES AND CORDAGES,TAPES AND CORDAGES
16448,4752,C17072591694,NULL,TAPES AND CORDAGES,,,,,11,,,,12,16,9,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,41:13.3,117.250.35.131,NULL,NULL,NULL,,TAPES AND CORDAGES,TAPES AND CORDAGES
16449,2898,C17072594978,NULL,Conversion of Stainless Steel Bars into Closed Die Forgings,Conversion of Stainless Steel Bars into Closed Die Forgings,,9988,,NULL,,,,12,514,9,,NULL,NULL,0,0,1,diptimoy.mohanty@midhani-india.in,41:14.5,112.133.220.98,NULL,NULL,NULL,NULL,Outsourcing,Outsourcing
16450,9840,C17072569221,NULL,STEER AXLE ASSEMBLY WITH CYLINDER PERTAINING FOR FORKLIFT,,,8431,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,41:16.8,112.133.220.98,NULL,NULL,NULL,NULL,,
16451,2334,C17072560494,NULL,CRUSHER,CRUSHER / SCREEN,,,,NULL,,,,12,3,NULL,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,42:47.8,14.97.34.2,NULL,NULL,NULL,,CRUSHER / SCREEN,
16452,1797,C17072572402,NULL,RUBBER PRODUCTS,,,,,11,,,,12,16,6,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,42:53.4,117.250.35.131,NULL,NULL,NULL,,RUBBER PRODUCTS,
16453,6344,C17072520057,NULL,EDM WIRE CUT SPARES,,,8466,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,43:14.3,112.133.220.98,NULL,NULL,NULL,NULL,,
16454,6518,C17072532031,NULL,"LABORATORY EQUIPMENTS ,NDT EQUIPMENTS","LABORATORY EQUIPMENTS,NDT EQUIPMENTS",,,,NULL,,,,12,3,NULL,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,44:42.9,14.97.34.2,NULL,NULL,NULL,,"LABORATORY EQUIPMENTS,NDT EQUIPMENTS",
16455,4560,C17072512057,NULL,Milling of Long Special Steel Slabs,Milling of Long Special Steel Slabs,,9988,,NULL,,,,12,514,9,,NULL,NULL,0,0,1,diptimoy.mohanty@midhani-india.in,44:48.5,210.212.221.231,NULL,NULL,NULL,NULL,Outsourcing,Outsourcing
16456,903,C17072540139,NULL,RUBBER PRODUCTS,,,,,11,,,,12,16,6,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,45:22.4,117.250.35.131,NULL,NULL,NULL,,RUBBER PRODUCTS,
16457,903,C17072540139,NULL,RUBBER PRODUCTS,,,,,11,,,,12,16,6,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,45:22.6,117.250.35.131,NULL,NULL,NULL,,RUBBER PRODUCTS,
16458,4560,C17072512057,NULL,Machining and Deep Hole Drilling of Titanium Tubes,Machining and Deep Hole Drilling of Titanium Tubes,,9988,,NULL,,,,12,514,9,,NULL,NULL,0,0,1,diptimoy.mohanty@midhani-india.in,46:21.8,210.212.221.231,NULL,NULL,NULL,NULL,Outsourcing,Outsourcing
16459,944,C17072593078,NULL,TAPES AND CORDAGES,,,,,11,,,,12,16,9,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,46:27.6,117.250.35.131,NULL,NULL,NULL,,TAPES AND CORDAGES,TAPES AND CORDAGES
16460,944,C17072593078,NULL,TAPES AND CORDAGES,,,,,11,,,,12,16,9,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,46:27.8,117.250.35.131,NULL,NULL,NULL,,TAPES AND CORDAGES,TAPES AND CORDAGES
16461,1538,C17072558887,NULL,CHEMICALS,CHEMICALS & X RAY FILMS,,,,NULL,,,,12,3,5,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,46:56.0,14.97.34.2,NULL,NULL,NULL,,CHEMICALS & X RAY FILMS,
16462,4560,C17072512057,NULL,Slab Machining of Steel and Titanium Materials,Slab Machining of Steel and Titanium Materials,,9988,,NULL,,,,12,514,9,,NULL,NULL,0,0,1,diptimoy.mohanty@midhani-india.in,47:22.9,210.212.221.231,NULL,NULL,NULL,NULL,Outsourcing,Outsourcing
16463,6891,C17072573581,NULL,CONTROLLER CARDS FOR INSTRON,,,9032,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,47:44.6,112.133.220.98,NULL,NULL,NULL,NULL,,
16464,4560,C17072512057,NULL,Grinding and Polishing of various grade material plates,Grinding and Polishing of various grade material plates,,9988,,NULL,,,,12,514,9,,NULL,NULL,0,0,1,diptimoy.mohanty@midhani-india.in,48:26.9,210.212.221.231,NULL,NULL,NULL,NULL,Outsourcing,Outsourcing
16465,1403,C17072555415,NULL,CHEMICALS,CHEMICALS & X RAY FILMS,,,,NULL,,,,12,3,5,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,49:05.6,14.97.34.2,NULL,NULL,NULL,,CHEMICALS & X RAY FILMS,
16466,6024,C17072589065,NULL,Machining of HP Valve Castings,Machining of HP Valve Castings,,9988,,NULL,,,,12,514,9,,NULL,NULL,0,0,1,diptimoy.mohanty@midhani-india.in,50:18.3,112.133.220.98,NULL,NULL,NULL,NULL,Outsourcing,Outsourcing
16467,1539,C17072584325,NULL,CHEMICALS,NDT CHEMICALS,,,,NULL,,,,12,3,5,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,50:49.7,14.97.34.2,NULL,NULL,NULL,,NDT CHEMICALS,
16468,310,C17072578172,NULL,DIESEL GENERATING SET,DIESEL GENERATING SET,,,,NULL,,,,12,3,2,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,52:51.8,14.97.34.2,NULL,NULL,NULL,,DIESEL GENERATING SET,
16469,6324,C17072569924,NULL,MOTOR PROTECTION CIRCUIT BREAKERS,,,8536,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,53:10.2,112.133.220.98,NULL,NULL,NULL,NULL,,
16470,240,C17072554333,NULL,DIESEL GENERATING SET,DIESEL GENERATING SET,,,,NULL,,,,12,3,2,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,54:17.8,14.97.34.2,NULL,NULL,NULL,,DIESEL GENERATING SET,
16471,10460,C17072585975,NULL,Grinding and Polishing of various grade material plates,Grinding and Polishing of various grade material plates,,9988,,NULL,,,,12,514,9,,NULL,NULL,0,0,1,diptimoy.mohanty@midhani-india.in,55:33.0,210.212.221.231,NULL,NULL,NULL,NULL,Outsourcing,Outsourcing
16472,1204,C17072559245,NULL,AIR COMPRESSOR SPARES,,,8414,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,56:07.1,112.133.220.98,NULL,NULL,NULL,NULL,,
16473,4546,C17072598323,NULL,DIESEL GENERATING SET,DIESEL GENERATING SET,,,,NULL,,,,12,3,2,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,56:26.1,14.97.34.2,NULL,NULL,NULL,,DIESEL GENERATING SET,
16474,244,C17072535317,NULL,DIESEL GENERATING SET,DIESEL GENERATING SET,,,,NULL,,,,12,3,2,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,58:45.9,14.97.34.2,NULL,NULL,NULL,,DIESEL GENERATING SET,
16475,4653,C17072541361,NULL,RADIO REMOTE CONTROLLER SPARES FOR EOT CRANES,,,8526,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,58:59.8,210.212.221.231,NULL,NULL,NULL,NULL,,
16476,12993,C17072577291,NULL,Charge supports by scrap remelting,Charge supports by scrap remelting,,9988,,NULL,,,,12,514,9,,NULL,NULL,0,0,1,diptimoy.mohanty@midhani-india.in,59:53.9,210.212.221.231,NULL,NULL,NULL,NULL,Outsourcing,Outsourcing
16477,10332,C17072561931,NULL,DIESEL GENERATING SET,DIESEL GENERATING SET,,,,NULL,,,,12,3,2,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,00:53.7,14.97.34.2,NULL,NULL,NULL,,DIESEL GENERATING SET,
16478,8784,C17072570880,NULL,SNATCH BLOCK ASSEMBLY FOR EOT CRANES,,,8431,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,01:46.0,210.212.221.231,NULL,NULL,NULL,NULL,,
16479,1973,C17072512273,NULL,SPARES FOR DIESEL ENGINE/D.G.SETS,SPARES FOR DIESEL ENGINE/D.G.SETS,,,,NULL,,,,6,3,2,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,02:40.7,203.147.89.186,NULL,NULL,NULL,,,
16480,8211,C17072528297,NULL,SCL XRF SPARES,,,9022,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,04:33.8,210.212.221.231,NULL,NULL,NULL,NULL,,
16481,2874,C17072589309,NULL,WIRE ROPE FOR EOT CRANES,,,7312,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,06:30.4,210.212.221.231,NULL,NULL,NULL,NULL,,
16482,3408,C17072578257,NULL,ELECTRIC HOIST BLOCK,ELECTRIC HOIST BLOCK,,,,NULL,,,,12,3,NULL,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,06:58.6,117.232.133.145,NULL,NULL,NULL,,ELECTRIC HOIST BLOCK,
16483,8474,C17072514617,NULL,RUST LICK FOR BAR PEELING,,,3403,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,08:29.3,210.212.221.231,NULL,NULL,NULL,NULL,,
16484,4783,C17072586029,NULL,SPECIAL S-TYPE MINERAL INSULATED THERMOCOUPLE FOR TENSILE FURNACE,,,9025,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,11:16.8,210.212.221.231,NULL,NULL,NULL,NULL,,
16485,5133,C17072528776,NULL,SEMI CONDUCTOR FUSES,,,8536,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,13:17.1,210.212.221.231,NULL,NULL,NULL,NULL,,
16486,6083,C17072545753,NULL,PARACHUTE METAL COMPONENTS,,,,,1,,,,12,16,1,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,16:12.2,117.250.35.131,NULL,NULL,NULL,,PARACHUTE METAL COMPONENTS,
16487,2368,C17072570816,NULL,PARACHUTE METAL COMPONENTS,,,,,1,,,,12,16,9,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,22:16.0,117.250.35.131,NULL,NULL,NULL,,PARACHUTE METAL COMPONENTS,PARACHUTE METAL COMPONENTS
16488,1063,C17072589991,NULL,THREADS,,,,,12,,,,12,16,9,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,24:33.0,117.250.35.131,NULL,NULL,NULL,,Sewing Threads,Sewing Threads
16489,31,C17072566024,NULL,Fabric,,,,,11,,,,12,16,9,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,27:25.4,117.250.35.131,NULL,NULL,NULL,,Parachute fabrics,Nylon Fabrics
16490,9678,C17072573599,NULL,TAPES AND CORDAGES,,,,,11,,,,12,16,9,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,30:08.9,117.250.35.131,NULL,NULL,NULL,,TAPES AND CORDAGES,TAPES AND CORDAGES
16491,9920,C17072518399,NULL,PARACHUTE METAL COMPONENTS,,,,,1,,,,12,16,9,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,31:38.5,117.250.35.131,NULL,NULL,NULL,,PARACHUTE METAL COMPONENTS,PARACHUTE METAL COMPONENTS
16492,1535,C17072522744,NULL,TAPES AND CORDAGES,,,,,11,,,,12,16,9,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,32:39.3,117.250.35.131,NULL,NULL,NULL,,TAPES AND CORDAGES,TAPES AND CORDAGES
16493,2420,C17072532291,NULL,PARACHUTE METAL COMPONENTS,,,,,1,,,,12,16,9,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,39:04.2,117.250.35.131,NULL,NULL,NULL,,PARACHUTE METAL COMPONENTS,PARACHUTE METAL COMPONENTS
16494,1426,C17072554802,NULL,ADHESIVE,,,,,13,,,,12,16,6,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,41:25.9,117.250.35.131,NULL,NULL,NULL,,ADHESIVE,
16495,32,C17072551946,NULL,NYLON FABRICS,,,,,11,,,,12,16,9,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,42:46.7,117.250.35.131,NULL,NULL,NULL,,NYLON FABRICS,NYLON FABRICS
16496,5847,C17072527574,NULL,TAPES AND CORDAGES,,,,,11,,,,12,16,9,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,44:07.5,117.250.35.131,NULL,NULL,NULL,,TAPES AND CORDAGES,TAPES AND CORDAGES
16497,1739,C17072525696,NULL,RUBBER PRODUCTS,,,,,11,,,,12,57,6,,NULL,NULL,0,0,1,odc-opf@ord.gov.in,46:03.7,117.250.35.131,NULL,NULL,NULL,Inflatable Rubberised Products,Inflatable Rubberised Products,
16498,339,C17072511712,NULL,"ELECTRIC FANS,REGULATOR","ELECTRIC FANS,REGULATOR",,,,NULL,,,,12,3,NULL,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,00:34.8,14.97.34.2,NULL,NULL,NULL,,"ELECTRIC FANS,REGULATOR",
16499,8357,C17072590497,NULL,"ELECTRIC FANS,REGULATOR","ELECTRIC FANS,REGULATOR",,,,NULL,,,,12,3,NULL,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,02:36.0,14.97.34.2,NULL,NULL,NULL,,"ELECTRIC FANS,REGULATOR",
16500,3461,C17072535715,NULL,ELECTRIC AIR CONDITIONER,ELECTRIC AIR CONDITIONER,,,,NULL,,,,12,3,3,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,09:05.7,14.97.34.2,NULL,NULL,NULL,,ELECTRIC AIR CONDITIONER,
16501,296,C17072579915,NULL,ELECTRIC AIR CONDITIONER,ELECTRIC AIR CONDITIONER,,,,NULL,,,,12,3,3,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,10:50.0,14.97.34.2,NULL,NULL,NULL,,ELECTRIC AIR CONDITIONER,
16502,4841,C17072516447,NULL,FIELD INSTRUMENTD FOR NADCAP,,,9031,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,12:49.7,210.212.221.231,NULL,NULL,NULL,NULL,,
16503,7211,C17072513382,NULL,ELECTRIC BATTERY CHARGER,ELECTRIC BATTERY CHARGER,,,,NULL,,,,12,3,2,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,12:58.1,14.97.34.2,NULL,NULL,NULL,,ELECTRIC BATTERY CHARGER,
16504,6139,C17072591107,NULL,MEASURING INSTRUMENTS,,,9031,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,16:06.5,210.212.221.231,NULL,NULL,NULL,NULL,,
16505,4077,C17072561297,NULL,ELECTRIC BATTERY CHARGER,ELECTRIC BATTERY CHARGER,,,,NULL,,,,12,3,2,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,16:07.2,117.232.133.145,NULL,NULL,NULL,,ELECTRIC BATTERY CHARGER,
16506,4556,C17072591722,NULL,ELECTRIC BATTERY CHARGER,ELECTRIC BATTERY CHARGER,,,,NULL,,,,12,3,2,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,17:40.9,117.232.133.145,NULL,NULL,NULL,,ELECTRIC BATTERY CHARGER,
16507,2287,C17072572952,NULL,SCAN MASTER EQUIPMENT SPARES,,,8473,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,19:06.2,210.212.221.231,NULL,NULL,NULL,NULL,,
16508,4624,C17072556776,NULL,ELECTRIC BLOWER,ELECTRIC BLOWER,,,,NULL,,,,12,3,NULL,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,21:24.7,117.232.133.145,NULL,NULL,NULL,,ELECTRIC BLOWER,
16509,4811,C17072527700,NULL,INPHASE POWER TECHNOLOGIES SPARES,,,8538,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,21:58.9,210.212.221.231,NULL,NULL,NULL,NULL,,
16510,2938,C17072520127,NULL,"CABLE HANGER, CABLE TRAYS","CABLE HANGER, CABLE TRAYS",,,,NULL,,,,12,3,NULL,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,23:20.5,117.232.133.145,NULL,NULL,NULL,,"CABLE HANGER, CABLE TRAYS",
16511,328,C17072548991,NULL,ELECTRIC CABLE / WIRE,ELECTRIC CABLE/WIRE (COMMERCIAL),,,,NULL,,,,12,3,NULL,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,26:52.7,14.97.34.2,NULL,NULL,NULL,,ELECTRIC CABLE/WIRE (COMMERCIAL),
16512,8618,C17072510675,NULL,CONSUMABLES FOR CARBON AND SULPHUR,,,2802,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,27:43.6,210.212.221.231,NULL,NULL,NULL,NULL,,
16513,11211,C17072588260,NULL,ELECTRIC CABLE / WIRE,ELECTRIC CABLE/WIRE (COMMERCIAL),,,,NULL,,,,12,3,NULL,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,28:38.4,14.97.34.2,NULL,NULL,NULL,,ELECTRIC CABLE/WIRE (COMMERCIAL),
16514,6770,C17072564074,NULL,BEARINGS,,,8482,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,29:06.2,210.212.221.231,NULL,NULL,NULL,NULL,,
16515,585,C17072515987,NULL,ELECTRIC CABLE / WIRE,ELECTRIC CABLE / WIRE (COMMERCIAL),,,,NULL,,,,12,3,NULL,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,30:21.2,14.97.34.2,NULL,NULL,NULL,,ELECTRIC CABLE / WIRE (COMMERCIAL),
16516,9830,C17072543463,NULL,NYLON WIRE CHIP BRUSH FOR FRIGGI BANDSAW MACHINE,,,9603,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,31:31.3,210.212.221.231,NULL,NULL,NULL,NULL,,
16517,10981,C17072584952,NULL,CNC  & Conventional  Machining,CNC  & Conventional  Machining,,,,1,,,,12,34,1,,NULL,NULL,0,0,1,dirtc.dgaqa@gov.in,34:22.0,103.199.204.115,NULL,NULL,NULL,,CNC  & Conventional  Machining,
16518,9840,C17072569221,NULL,SPARE PARTS PERTAINING TO GODREJ DIESEL FORKLIFT,,,8431,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,35:17.1,210.212.221.231,NULL,NULL,NULL,NULL,,
16519,3011,C17072519292,NULL,ELECTRIC CABLE / WIRE,ELECTRIC CABLE / WIRE (COMMERCIAL),,,,NULL,,,,12,3,NULL,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,36:06.9,14.97.34.2,NULL,NULL,NULL,,ELECTRIC CABLE / WIRE (COMMERCIAL),
16520,12639,C17072591589,NULL,"Flame Retardant overall, Nato suites, Winter overall & Flying Jackets etc.","Flame Retardant overall, Nato suites, Winter overall & Flying Jackets etc.",,,,NULL,,,,19,16,9,,NULL,NULL,0,0,1,dirtc.dgaqa@gov.in,38:00.1,103.199.204.115,NULL,NULL,NULL,,,Clothings
16521,4783,C17072586029,NULL,MINERAL INSULATED THERMOCOUPLE K TYPE,,,9025,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,39:33.9,210.212.221.231,NULL,NULL,NULL,NULL,,
16522,8738,C17072581490,NULL,"“Design, Development & Production of Mechanical Runway Sweeper, Universal Bheema Trolley and Aircraft Towing Tractor” as per DGAQA Specification",,,,,1,,,,12,34,1,,NULL,NULL,0,0,1,dirtc.dgaqa@gov.in,41:10.5,103.199.204.115,NULL,NULL,NULL,,Ground Support Equipments,
16523,10377,C17072598438,NULL,CERAMIC POURING FIXTURE FOR SKULL MELTING FURNACE,,,8417,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,45:37.2,210.212.221.231,NULL,NULL,NULL,NULL,,
16524,4738,C17072522374,NULL,CABLE / WIRE,CABLE / WIRE,,,,0,,,,12,3,0,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,46:17.0,14.97.34.2,hod-imm-co@hal-india.co.in,16:40.2,36.255.16.67,,CABLE / WIRE,
16525,8622,C17072587467,NULL,SPARES FOR SCANMASTER IUT EQUIPMENTS,,,8473,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,47:24.0,210.212.221.231,NULL,NULL,NULL,NULL,,
16526,12051,C17072544256,NULL,CABLE / WIRE,CABLE / WIRE,,,,NULL,,,,12,3,NULL,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,48:29.0,14.97.34.2,NULL,NULL,NULL,,CABLE / WIRE,
16527,5001,C17072549314,NULL,"Production of Trailer/ Vehicle/ Skid Mounted Diesel Generating set 2.5 KVA to 250 KVA, Trailer 01 ton to 20 ton capacity 2/4/6 wheeled, Vehicle Platforms, Base interface 9 & 4.8 meter for Antenna, Trailer for Near Field Test Range (NFTR) and Installation Kits (for Rohini & Indra Radar).",,,,,NULL,,,,14,34,3,,NULL,NULL,0,0,1,dirtc.dgaqa@gov.in,48:35.0,103.199.204.115,NULL,NULL,NULL,,,
16528,8277,C17072552600,NULL,CABLE / WIRE,CABLE / WIRE,,,,NULL,,,,12,3,NULL,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,51:31.7,14.97.34.2,NULL,NULL,NULL,,CABLE / WIRE,
16529,3569,C17072585260,NULL,SPARES FOR OPTICAL EMISSION SPECTROMETER OF STAGE LAB,,,9027,,NULL,,,,6,106,NULL,,NULL,NULL,0,0,1,haribabu.kandregula@midhani-india.in,51:45.3,210.212.221.231,NULL,NULL,NULL,NULL,,
16530,537,C17072571229,NULL,CABLE / WIRE,CABLE / WIRE,,,,NULL,,,,12,3,NULL,,NULL,NULL,0,0,1,M.Mahendran@grse.co.in,53:09.1,14.97.34.2,NULL,NULL,NULL,,CABLE / WIRE,
