Id,CompanyMaster_FK_ID,CompanyRefNo,CertificateRefNo,Certification_Type,OtherCertification_Type,Certificate_No,Certificate_StartDate,Certificate_EndDate,Final_Submit,IsActive,CreatedBy,CreatedDate,CreatedIP,UpdatedBy,UpdatedDate,UpdatedIP,CertificateType_Fk_Id
4554,2733,C17072591301,NULL,102,NULL,IN00221606,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4555,2747,C17072589789,NULL,102,NULL,ETB 1037,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4556,2758,C17072580318,NULL,102,NULL,IN00803690,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4557,2761,C17072588150,NULL,102,NULL,147002,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4558,2783,C17072523364,NULL,102,NULL,IN01262001,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4559,2828,C17072565894,NULL,102,NULL,IN02200738,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4560,2856,C17072527846,NULL,102,NULL,IN02204563,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4561,2859,C17072576309,NULL,102,NULL,IN00804077,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4562,2864,C17072546045,NULL,102,NULL,INA1420002,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4563,2872,C17072513374,NULL,102,NULL,IS1356,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4564,2878,C17072560891,NULL,102,NULL,IN0044041,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4565,2934,C17072529698,NULL,102,NULL,IN04400438,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4566,2951,C17072513729,NULL,102,NULL,IA1909,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4567,2953,C17072525468,NULL,102,NULL,COMM130527,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4568,2955,C17072571985,NULL,102,NULL,IN00400067,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4569,2964,C17072511955,NULL,102,NULL,SSPI411688,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4570,2965,C17072545955,NULL,102,NULL,ETB0001153,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4571,2998,C17072567702,NULL,102,NULL,ST00001721,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4572,3014,C17072573327,NULL,102,NULL,IN00790002,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4573,3050,C17072541763,NULL,102,NULL,IN00040110,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4574,3069,C17072511635,NULL,102,NULL,MFPI411033,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4575,3099,C17072565217,NULL,102,NULL,IN00800223,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4576,3117,C17072517178,NULL,102,NULL,IN08002436,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4577,3157,C17072573420,NULL,102,NULL,IN02200723,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4578,3182,C17072563597,NULL,102,NULL,IN00891049,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4579,3188,C17072534693,NULL,102,NULL,INM070782,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4580,3194,C17072511630,NULL,102,NULL,IN08062202,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4581,3211,C17072596691,NULL,102,NULL,IN08062321,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4582,3225,C17072543844,NULL,102,NULL,IN00803625,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4583,3252,C17072582939,NULL,102,NULL,IN00819977,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4584,3281,C17072556500,NULL,102,NULL,AERDC00611,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4585,3347,C17072550327,NULL,102,NULL,ETB0001878,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4586,3356,C17072530189,NULL,102,NULL,IN08002263,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4587,3369,C17072548751,NULL,102,NULL,IG0816,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4588,3395,C17072521925,NULL,102,NULL,ETB0002053,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4589,3418,C17072558495,NULL,102,NULL,IN89400251,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4590,3443,C17072591874,NULL,102,NULL,IN00809861,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4591,3461,C17072535715,NULL,102,NULL,INWB072635,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4592,3464,C17072556520,NULL,102,NULL,IN00129017,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4593,3486,C17072564442,NULL,102,NULL,IN08094140,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4594,3491,C17072590104,NULL,102,NULL,IN00200195,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4595,3493,C17072598576,NULL,102,NULL,COMM110252,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4596,3494,C17072530277,NULL,102,NULL,IN08015005,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4597,3525,C17072524589,NULL,102,NULL,IN00806457,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4598,3530,C17072541498,NULL,102,NULL,IN08001173,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4599,3532,C17072565791,NULL,102,NULL,IN00804813,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4600,3536,C17072510349,NULL,102,NULL,ETB0001532,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4601,3553,C17072526030,NULL,102,NULL,20000686,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4602,3569,C17072585260,NULL,102,NULL,IN00802584,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4603,3577,C17072531534,NULL,102,NULL,IN02205022,NULL,NULL,NULL,1,NULL,13:31.5,NULL,NULL,NULL,NULL,102
4604,3590,C17072527199,NULL,102,NULL,IN00220266,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4605,3612,C17072579076,NULL,102,NULL,IN0020372,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4606,3625,C17072528040,NULL,102,NULL,IN00400090,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4607,3634,C17072566346,NULL,102,NULL,IN04000015,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4608,3635,C17072542202,NULL,102,NULL,113185,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4609,3637,C17072530337,NULL,102,NULL,OSE015,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4610,3654,C17072579784,NULL,102,NULL,18000055,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4611,3656,C17072596068,NULL,102,NULL,IN08003117,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4612,3660,C17072585326,NULL,102,NULL,IN08078657,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4613,3664,C17072518273,NULL,102,NULL,ST00001607,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4614,3675,C17072592586,NULL,102,NULL,OSM00616,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4615,3678,C17072530476,NULL,102,NULL,IN17A00138,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4616,3689,C17072512026,NULL,102,NULL,IN17400006,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4617,3712,C17072531381,NULL,102,NULL,IS0026,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4618,3755,C17072530627,NULL,102,NULL,IN00079213,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4619,3759,C17072551488,NULL,102,NULL,ETB 1088,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4620,3763,C17072590309,NULL,102,NULL,INGEM00529,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4621,3772,C17072544243,NULL,102,NULL,INA1700483,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4622,3786,C17072530774,NULL,102,NULL,IN01102141,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4623,3803,C17072540256,NULL,102,NULL,IN00807303,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4624,3807,C17072515618,NULL,102,NULL,ETB0001885,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4625,3810,C17072554295,NULL,102,NULL,AERDC00323,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4626,3822,C17072531535,NULL,102,NULL,IN08094002,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4627,3823,C17072528465,NULL,102,NULL,IN08310003,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4628,3878,C17072540538,NULL,102,NULL,OSE00058,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4629,3890,C17072537339,NULL,102,NULL,IN17T00020,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4630,3907,C17072579565,NULL,102,NULL,ETB 1063,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4631,3929,C17072546712,NULL,102,NULL,IN26500010,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4632,3945,C17072529329,NULL,102,NULL,ETB0000792,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4633,3964,C17072550412,NULL,102,NULL,OSM00602,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4634,4019,C17072513979,NULL,102,NULL,IN08002154,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4635,4023,C17072515384,NULL,102,NULL,IN00801978,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4636,4034,C17072517296,NULL,102,NULL,309407,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4637,4047,C17072541600,NULL,102,NULL,IN00802774,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4638,4048,C17072574372,NULL,102,NULL,INKA032854,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4639,4079,C17072526323,NULL,102,NULL,IN00472008,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4640,4080,C17072520337,NULL,102,NULL,17100816,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4641,4082,C17072525383,NULL,102,NULL,IN02200213,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4642,4087,C17072530762,NULL,102,NULL,INA1700697,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4643,4089,C17072535379,NULL,102,NULL,IN02000018,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4644,4110,C17072589314,NULL,102,NULL,INO8014740,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4645,4138,C17072594733,NULL,102,NULL,IN00200073,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4646,4156,C17072573148,NULL,102,NULL,COM130004,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4647,4172,C17072582833,NULL,102,NULL,IN00040013,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4648,4196,C17072596923,NULL,102,NULL,IN08094932,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4649,4207,C17072548910,NULL,102,NULL,122063,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4650,4208,C17072562425,NULL,102,NULL,32000041,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4651,4242,C17072590220,NULL,102,NULL,IH0258,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4652,4290,C17072517725,NULL,102,NULL,INM000001,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4653,4325,C17072523540,NULL,102,NULL,INUP033048,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4654,4354,C17072514985,NULL,102,NULL,IN0220642,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4655,4355,C17072563286,NULL,102,NULL,IA3139,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4656,4395,C17072513000,NULL,102,NULL,OSM00599,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4657,4400,C17072537568,NULL,102,NULL,120449,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4658,4420,C17072579107,NULL,102,NULL,AIN0565933,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4659,4463,C17072523741,NULL,102,NULL,16000153,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4660,4467,C17072510308,NULL,102,NULL,105088,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4661,4471,C17072568655,NULL,102,NULL,ETB0000655,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4662,4515,C17072547228,NULL,102,NULL,IN08005030,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4663,4535,C17072563867,NULL,102,NULL,IB0927,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4664,4573,C17072528319,NULL,102,NULL,IN08092578,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4665,4575,C17072550468,NULL,102,NULL,IFMDEL0214,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4666,4599,C17072524633,NULL,102,NULL,GEM000570,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4667,4644,C17072582034,NULL,102,NULL,IN08002238,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4668,4681,C17072555726,NULL,102,NULL,ETB0000110,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4669,4702,C17072525945,NULL,102,NULL,IN07900020,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4670,4716,C17072514418,NULL,102,NULL,102019,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4671,4738,C17072522374,NULL,102,NULL,INAP010140,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4672,4741,C17072560838,NULL,102,NULL,122313,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4673,4775,C17072579431,NULL,102,NULL,INMH012982,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4674,4783,C17072586029,NULL,102,NULL,IT1173,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4675,4785,C17072530549,NULL,102,NULL,IN08078476,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4676,4793,C17072533109,NULL,102,NULL,GEM480,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4677,4803,C17072577224,NULL,102,NULL,IN00803946,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4678,4833,C17072577741,NULL,102,NULL,WC01100139,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4679,4841,C17072516447,NULL,102,NULL,16110154,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4680,4897,C17072546491,NULL,102,NULL,IN00440176,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4681,4913,C17072583604,NULL,102,NULL,OSM00618,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4682,4967,C17072596138,NULL,102,NULL,IN03300071,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4683,4975,C17072525610,NULL,102,NULL,MFPI411315,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4684,4982,C17072535056,NULL,102,NULL,OSE145,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4685,4987,C17072583155,NULL,102,NULL,IN00203968,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4686,5009,C17072594372,NULL,102,NULL,AERDC00955,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4687,5013,C17072540292,NULL,102,NULL,COMM110253,NULL,NULL,NULL,1,NULL,13:31.6,NULL,NULL,NULL,NULL,102
4688,5016,C17072523373,NULL,102,NULL,INHR012351,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4689,5030,C17072583633,NULL,102,NULL,IN00803752,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4690,5031,C17072592333,NULL,102,NULL,17002631,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4691,5032,C17072578505,NULL,102,NULL,ST00001684,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4692,5039,C17072537117,NULL,102,NULL,AIN0800055,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4693,5047,C17072592011,NULL,102,NULL,IN00808825,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4694,5057,C17072534046,NULL,102,NULL,IN00804783,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4695,5058,C17072585477,NULL,102,NULL,IN17I00014,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4696,5074,C17072553874,NULL,102,NULL,IS1982,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4697,5084,C17072513736,NULL,102,NULL,IN08092953,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4698,5091,C17072593383,NULL,102,NULL,IL0477,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4699,5096,C17072549938,NULL,102,NULL,INWB010125,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4700,5110,C17072578356,NULL,102,NULL,IN02000040,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4701,5114,C17072562764,NULL,102,NULL,IN02005679,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4702,5125,C17072514167,NULL,102,NULL,OSE00044,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4703,5145,C17072559634,NULL,102,NULL,15000312,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4704,5171,C17072521292,NULL,102,NULL,110061,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4705,5183,C17072525642,NULL,102,NULL,102060,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4706,5185,C17072571444,NULL,102,NULL,17008292,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4707,5189,C17072512999,NULL,102,NULL,OSE00043,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4708,5190,C17072552706,NULL,102,NULL,OSE00046,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4709,5192,C17072524881,NULL,102,NULL,17008412,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4710,5212,C17072591729,NULL,102,NULL,193352,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4711,5267,C17072571254,NULL,102,NULL,IN00805374,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4712,5276,C17072535519,NULL,102,NULL,183108,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4713,5279,C17072585285,NULL,102,NULL,AERDC00532,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4714,5284,C17072561589,NULL,102,NULL,ETB0000020,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4715,5288,C17072536988,NULL,102,NULL,AERDC00736,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4716,5293,C17072591965,NULL,102,NULL,IR0897,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4717,5303,C17072567779,NULL,102,NULL,ETB 1091,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4718,5330,C17072526739,NULL,102,NULL,OVPI410885,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4719,5343,C17072596169,NULL,102,NULL,20001902,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4720,5345,C17072582686,NULL,102,NULL,INKL011974,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4721,5354,C17072544772,NULL,102,NULL,INWB071732,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4722,5359,C17072525750,NULL,102,NULL,INM080038,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4723,5382,C17072547638,NULL,102,NULL,AERDC00723,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4724,5419,C17072587904,NULL,102,NULL,IN00440321,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4725,5438,C17072588671,NULL,102,NULL,INMH012343,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4726,5440,C17072526770,NULL,102,NULL,IO0829,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4727,5446,C17072554072,NULL,102,NULL,IN00800324,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4728,5459,C17072583791,NULL,102,NULL,20000413,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4729,5481,C17072596873,NULL,102,NULL,GEM162,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4730,5482,C17072561094,NULL,102,NULL,IN08001262,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4731,5493,C17072559806,NULL,102,NULL,IN00803412,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4732,5495,C17072572406,NULL,102,NULL,IN02200431,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4733,5496,C17072547786,NULL,102,NULL,IN20H00065,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4734,5497,C17072539806,NULL,102,NULL,IN00800263,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4735,5503,C17072545822,NULL,102,NULL,IN00802619,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4736,5524,C17072521778,NULL,102,NULL,TEMPD00034,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4737,5539,C17072589743,NULL,102,NULL,IN08001485,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4738,5560,C17072542779,NULL,102,NULL,IN17A00064,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4739,5570,C17072544032,NULL,102,NULL,16110165,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4740,5690,C17072519545,NULL,102,NULL,IN04000187,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4741,5729,C17072524098,NULL,102,NULL,IN00802327,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4742,5750,C17072565808,NULL,102,NULL,ES00000044,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4743,5754,C17072528177,NULL,102,NULL,IN12T00005,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4744,5755,C17072575965,NULL,102,NULL,II0263,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4745,5760,C17072587301,NULL,102,NULL,IN08005214,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4746,5761,C17072538481,NULL,102,NULL,16000245,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4747,5810,C17072583408,NULL,102,NULL,IN08092477,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4748,5869,C17072518952,NULL,102,NULL,ETB0002056,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4749,5877,C17072575633,NULL,102,NULL,ST00001854,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4750,5880,C17072575916,NULL,102,NULL,IN08008158,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
4751,5891,C17072519629,NULL,102,NULL,AERDC00968,NULL,NULL,NULL,1,NULL,13:31.7,NULL,NULL,NULL,NULL,102
