Id,ProductTypeName,IsActive,CreatedBy,CreatedDate
3303,,0,hod-imm-co@hal-india.co.in,16:05.7
3304,Vehicle Tyre,0,mahesh.jadhav85@gov.in,16:52.7
3305,vehicle tyre,0,mahesh.jadhav85@gov.in,18:17.0
3306,Vehicle Tyre,0,mahesh.jadhav85@gov.in,19:51.2
3307,Cast Iron Block,0,mahesh.jadhav85@gov.in,42:48.7
3308,Fire Fighting Eqpt,0,mahesh.jadhav85@gov.in,53:41.6
3309,fire fighting eqpt,0,mahesh.jadhav85@gov.in,57:09.1
3310,Fire Fighting Eqpt,0,mahesh.jadhav85@gov.in,59:11.1
3311,Fire Fighting Eqpt,0,mahesh.jadhav85@gov.in,01:40.5
3312,FIRE FIGHTING EQPT,0,mahesh.jadhav85@gov.in,12:24.0
3313,FIRE FIGHTING EQPT,0,mahesh.jadhav85@gov.in,13:39.8
3314,Fire Fighting Eqpt,0,akshat.raj@gov.in,20:10.7
3315,FIRE FIGHTING EQPT,0,akshat.raj@gov.in,21:25.3
3316,FIRE FIGHTING EQPT,0,akshat.raj@gov.in,22:43.2
3317,FIRE FIGHTING EQPT,0,akshat.raj@gov.in,23:55.9
3318,FIRE FIGHTING EQPT,0,akshat.raj@gov.in,25:14.4
3319,FIRE FIGHTING EQPT,0,akshat.raj@gov.in,26:15.4
3320,FIRE FIGHTING EQPT,0,akshat.raj@gov.in,28:04.6
3321,FIRE FIGHTING EQPT,0,akshat.raj@gov.in,29:10.2
3322,FIRE FIGHTING EQPT,0,akshat.raj@gov.in,30:11.6
3323,FIRE FIGHTING EQPT,0,akshat.raj@gov.in,31:15.6
3324,FIRE FIGHTING EQPT,0,akshat.raj@gov.in,32:16.7
3325,FIRE FIGHTING EQPT,0,akshat.raj@gov.in,33:24.0
3326,FIRE FIGHTING EQPT,0,akshat.raj@gov.in,34:28.8
3327,FIRE FIGHTING EQPT,0,akshat.raj@gov.in,35:33.4
3328,,0,sbsutar@mazdock.com,58:17.5
3329,,0,sbsutar@mazdock.com,58:56.7
3330,,0,akshat.raj@gov.in,00:04.7
3331,,0,sbsutar@mazdock.com,00:20.1
3332,,0,sbsutar@mazdock.com,00:51.3
3333,,0,sbsutar@mazdock.com,01:22.2
3334,,0,sbsutar@mazdock.com,01:57.8
3335,,0,akshat.raj@gov.in,01:58.9
3336,,0,sbsutar@mazdock.com,02:22.7
3337,,0,sbsutar@mazdock.com,02:56.1
3338,,0,pawanjeetsingh@ord.gov.in,03:00.9
3339,,0,sbsutar@mazdock.com,03:28.5
3340,,0,pawanjeetsingh@ord.gov.in,03:36.1
3341,,0,sbsutar@mazdock.com,03:51.1
3342,,0,pawanjeetsingh@ord.gov.in,04:29.3
3343,,0,sbsutar@mazdock.com,05:00.4
3344,,0,pawanjeetsingh@ord.gov.in,05:16.4
3345,,0,sbsutar@mazdock.com,05:29.8
3346,,0,pawanjeetsingh@ord.gov.in,05:40.5
3347,,0,sbsutar@mazdock.com,06:04.9
3348,,0,pawanjeetsingh@ord.gov.in,06:32.2
3349,,0,sbsutar@mazdock.com,07:19.6
3350,,0,pawanjeetsingh@ord.gov.in,18:18.5
3351,,0,sbsutar@mazdock.com,18:49.4
3352,,0,pawanjeetsingh@ord.gov.in,18:55.1
3353,,0,sbsutar@mazdock.com,20:04.7
3354,,0,sbsutar@mazdock.com,21:06.3
3355,,0,sbsutar@mazdock.com,21:59.8
3356,,0,sbsutar@mazdock.com,22:46.3
3357,,0,sbsutar@mazdock.com,23:35.0
3358,,0,sbsutar@mazdock.com,24:44.9
3359,,0,sbsutar@mazdock.com,25:29.6
3360,,0,sbsutar@mazdock.com,26:30.7
3361,,0,sbsutar@mazdock.com,27:53.3
3362,,0,sbsutar@mazdock.com,28:52.6
3363,,0,pawanjeetsingh@ord.gov.in,30:16.1
3364,,0,pawanjeetsingh@ord.gov.in,30:53.1
3365,,0,pawanjeetsingh@ord.gov.in,35:10.9
3366,,0,mahesh.kumar68@gov.in,59:36.7
3367,,0,mahesh.kumar68@gov.in,07:46.9
3368,,0,mahesh.kumar68@gov.in,11:29.1
3369,,0,mahesh.kumar68@gov.in,17:27.0
3370,,0,mahesh.kumar68@gov.in,20:31.1
3371,,0,akshat.raj@gov.in,22:28.6
3372,,0,akshat.raj@gov.in,23:26.6
3373,,0,akshat.raj@gov.in,24:22.1
3374,,0,mahesh.kumar68@gov.in,24:57.7
3375,,0,akshat.raj@gov.in,25:10.0
3376,,0,akshat.raj@gov.in,25:57.1
3377,,0,mahesh.kumar68@gov.in,26:03.5
3378,,0,akshat.raj@gov.in,26:46.6
3379,,0,mahesh.kumar68@gov.in,27:25.8
3380,,0,akshat.raj@gov.in,27:40.3
3381,,0,mahesh.kumar68@gov.in,28:24.9
3382,,0,akshat.raj@gov.in,28:32.8
3383,,0,akshat.raj@gov.in,29:17.5
3384,,0,mahesh.kumar68@gov.in,29:47.3
3385,,0,akshat.raj@gov.in,30:00.3
3386,,0,akshat.raj@gov.in,30:46.9
3387,,0,akshat.raj@gov.in,31:49.2
3388,,0,akshat.raj@gov.in,32:28.6
3389,,0,akshat.raj@gov.in,33:18.7
3390,,0,akshat.raj@gov.in,34:33.1
3391,,0,akshat.raj@gov.in,35:39.1
3392,,0,akshat.raj@gov.in,36:28.9
3393,"FILE CABINET,ALMIRAH",0,m.mahendran@grse.co.in,36:33.5
3394,,0,akshat.raj@gov.in,37:21.4
3395,,0,akshat.raj@gov.in,38:19.2
3396,SHIP MODEL,0,m.mahendran@grse.co.in,39:32.5
3397,,0,akshat.raj@gov.in,41:52.2
3398,,0,akshat.raj@gov.in,42:38.7
3399,,0,akshat.raj@gov.in,43:50.5
3400,BAKERY PRODUCTS,0,m.mahendran@grse.co.in,44:34.0
3401,,0,akshat.raj@gov.in,44:37.7
3402,,0,akshat.raj@gov.in,45:19.1
3403,,0,akshat.raj@gov.in,46:01.3
3404,,0,akshat.raj@gov.in,46:47.9
3405,,0,akshat.raj@gov.in,47:35.9
3406,,0,akshat.raj@gov.in,48:35.5
3407,,0,akshat.raj@gov.in,49:36.7
3408,,0,akshat.raj@gov.in,50:24.5
3409,,0,akshat.raj@gov.in,51:15.6
3410,,0,akshat.raj@gov.in,52:04.0
3411,,0,akshat.raj@gov.in,52:59.3
3412,,0,akshat.raj@gov.in,53:51.0
3413,,0,akshat.raj@gov.in,54:48.9
3414,,0,akshat.raj@gov.in,55:37.5
3415,,0,akshat.raj@gov.in,56:29.9
3416,,0,akshat.raj@gov.in,57:34.9
3417,,0,akshat.raj@gov.in,58:33.9
3418,,0,akshat.raj@gov.in,59:44.2
3419,,0,akshat.raj@gov.in,00:36.2
3420,,0,akshat.raj@gov.in,01:20.8
3421,,0,akshat.raj@gov.in,02:08.2
3422,,0,akshat.raj@gov.in,03:07.0
3423,,0,akshat.raj@gov.in,03:56.2
3424,,0,akshat.raj@gov.in,04:59.5
3425,,0,akshat.raj@gov.in,05:47.6
3426,,0,akshat.raj@gov.in,06:37.8
3427,,0,akshat.raj@gov.in,07:27.4
3428,,0,akshat.raj@gov.in,08:30.7
3429,Bailey Bridge (GBB 30 FT),0,m.mahendran@grse.co.in,11:25.7
3430,,0,sshekar@mazdock.com,56:49.7
3431,Ball cock,0,sbsutar@mazdock.com,09:00.0
3432,,0,sbsutar@mazdock.com,09:34.5
3433,,0,sbsutar@mazdock.com,10:29.3
3434,,0,sshekar@mazdock.com,13:51.6
3435,,0,akshat.raj@gov.in,16:34.5
3436,,0,sshekar@mazdock.com,17:00.8
3437,,0,akshat.raj@gov.in,17:26.3
3438,,0,akshat.raj@gov.in,18:22.1
3439,,0,akshat.raj@gov.in,19:11.9
3440,,0,akshat.raj@gov.in,19:57.5
3441,,0,akshat.raj@gov.in,20:43.8
3442,,0,akshat.raj@gov.in,21:46.2
3443,,0,akshat.raj@gov.in,22:45.2
3444,,0,akshat.raj@gov.in,23:36.5
3445,,0,akshat.raj@gov.in,24:29.8
3446,,0,sshekar@mazdock.com,25:03.4
3447,,0,akshat.raj@gov.in,25:18.9
3448,,0,akshat.raj@gov.in,26:03.5
3449,,0,akshat.raj@gov.in,26:52.8
3450,,0,akshat.raj@gov.in,27:44.8
3451,,0,sshekar@mazdock.com,28:17.2
3452,,0,akshat.raj@gov.in,28:33.3
3453,,0,akshat.raj@gov.in,29:21.7
3454,,0,sshekar@mazdock.com,29:44.0
3455,,0,akshat.raj@gov.in,30:07.7
3456,,0,akshat.raj@gov.in,30:59.9
3457,,0,akshat.raj@gov.in,31:56.0
3458,,0,sshekar@mazdock.com,32:22.5
3459,,0,akshat.raj@gov.in,33:17.9
3460,,0,sshekar@mazdock.com,33:28.5
3461,,0,akshat.raj@gov.in,34:17.0
3462,,0,akshat.raj@gov.in,35:01.8
3463,,0,akshat.raj@gov.in,36:19.7
3464,,0,akshat.raj@gov.in,37:01.4
3465,,0,akshat.raj@gov.in,37:47.1
3466,,0,akshat.raj@gov.in,38:36.7
3467,,0,akshat.raj@gov.in,39:17.7
3468,,0,akshat.raj@gov.in,40:06.3
3469,,0,mahesh.kumar68@gov.in,40:09.3
3470,,0,akshat.raj@gov.in,41:10.7
3471,,0,mahesh.kumar68@gov.in,41:19.6
3472,,0,akshat.raj@gov.in,41:53.8
3473,manufacturer of VEHICLE,0,m.mahendran@grse.co.in,42:24.0
3474,,0,akshat.raj@gov.in,42:35.3
3475,,0,akshat.raj@gov.in,43:14.3
3476,,0,akshat.raj@gov.in,44:02.2
3477,,0,akshat.raj@gov.in,44:51.4
3478,,0,mahesh.kumar68@gov.in,45:17.5
3479,,0,akshat.raj@gov.in,45:44.7
3480,,0,akshat.raj@gov.in,46:31.4
3481,manufacturer of VEHICLE,0,m.mahendran@grse.co.in,47:07.6
3482,,0,akshat.raj@gov.in,47:18.1
3483,,0,mahesh.kumar68@gov.in,47:28.9
3484,,0,akshat.raj@gov.in,48:02.6
3485,,0,mahesh.kumar68@gov.in,48:47.2
3486,,0,akshat.raj@gov.in,48:48.8
3487,,0,akshat.raj@gov.in,49:38.9
3488,,0,akshat.raj@gov.in,50:26.4
3489,,0,mahesh.kumar68@gov.in,50:31.6
3490,,0,akshat.raj@gov.in,51:18.2
3491,,0,mahesh.kumar68@gov.in,52:01.8
3492,,0,akshat.raj@gov.in,52:06.3
3493,,0,mahesh.kumar68@gov.in,53:15.9
3494,"ELECTRIC -LIGHT,PANEL,GASKET",0,m.mahendran@grse.co.in,53:34.7
3495,,0,mahesh.kumar68@gov.in,54:33.5
3496,,0,mahesh.kumar68@gov.in,55:37.7
3497,,0,akshat.raj@gov.in,56:01.8
3498,,0,akshat.raj@gov.in,56:43.2
3499,,0,akshat.raj@gov.in,57:27.7
3500,,0,akshat.raj@gov.in,58:13.7
3501,CURRENT CONTROL,0,m.mahendran@grse.co.in,58:30.4
3502,,0,akshat.raj@gov.in,58:54.6
3503,,0,akshat.raj@gov.in,59:41.0
3504,,0,akshat.raj@gov.in,00:27.7
3505,,0,akshat.raj@gov.in,01:21.3
3506,,0,akshat.raj@gov.in,02:03.0
3507,,0,mahesh.kumar68@gov.in,02:32.9
3508,,0,akshat.raj@gov.in,02:48.9
3509,,0,akshat.raj@gov.in,03:42.5
3510,,0,mahesh.kumar68@gov.in,04:11.6
3511,,0,akshat.raj@gov.in,04:33.1
3512,"barcode technology, security and surveillance, and enterprise communication",0,m.mahendran@grse.co.in,05:14.8
3513,,0,akshat.raj@gov.in,05:22.2
3514,,0,mahesh.kumar68@gov.in,05:36.7
3515,,0,akshat.raj@gov.in,06:07.7
3516,,0,akshat.raj@gov.in,06:49.5
3517,,0,akshat.raj@gov.in,07:38.9
3518,,0,mahesh.kumar68@gov.in,08:23.4
3519,,0,akshat.raj@gov.in,08:28.3
3520,,0,akshat.raj@gov.in,09:19.2
3521,IT SERVICES,0,m.mahendran@grse.co.in,09:49.5
3522,,0,akshat.raj@gov.in,10:11.0
3523,,0,akshat.raj@gov.in,11:05.4
3524,,0,akshat.raj@gov.in,11:54.8
3525,,0,akshat.raj@gov.in,12:41.6
3526,,0,akshat.raj@gov.in,13:31.1
3527,,0,akshat.raj@gov.in,14:31.2
3528,,0,akshat.raj@gov.in,15:38.9
3529,defense and aerospace electronics solutions provider.,0,m.mahendran@grse.co.in,16:04.4
3530,,0,akshat.raj@gov.in,16:26.8
3531,,0,mahesh.kumar68@gov.in,16:34.5
3532,,0,akshat.raj@gov.in,17:16.7
3533,,0,akshat.raj@gov.in,18:06.4
3534,,0,mahesh.kumar68@gov.in,18:18.5
3535,,0,akshat.raj@gov.in,18:53.9
3536,,0,akshat.raj@gov.in,19:49.2
3537,,0,mahesh.kumar68@gov.in,20:19.4
3538,,0,akshat.raj@gov.in,20:40.7
3539,,0,sangramshetye@ord.gov.in,21:18.9
3540,,0,akshat.raj@gov.in,21:36.7
3541,,0,akshat.raj@gov.in,22:23.2
3542,,0,akshat.raj@gov.in,23:04.9
3543,CAPSTAN,0,m.mahendran@grse.co.in,23:28.1
3544,,0,akshat.raj@gov.in,24:00.0
3545,,0,mahesh.kumar68@gov.in,24:20.8
3546,,0,akshat.raj@gov.in,24:39.9
3547,,0,akshat.raj@gov.in,25:21.4
3548,,0,mahesh.kumar68@gov.in,25:36.4
3549,,0,akshat.raj@gov.in,26:05.7
3550,,0,akshat.raj@gov.in,26:51.8
3551,,0,akshat.raj@gov.in,27:27.4
3552,two-wheeler manufacturer,0,m.mahendran@grse.co.in,28:10.3
3553,,0,akshat.raj@gov.in,30:19.7
3554,automobile manufacturer,0,m.mahendran@grse.co.in,31:00.5
3555,,0,akshat.raj@gov.in,31:06.5
3556,,0,sangramshetye@ord.gov.in,31:07.3
3557,,0,akshat.raj@gov.in,31:52.8
3558,,0,akshat.raj@gov.in,32:42.9
3559,,0,akshat.raj@gov.in,33:26.5
3560,,0,sangramshetye@ord.gov.in,33:55.2
3561,,0,akshat.raj@gov.in,34:09.9
3562,various types of cranes,0,m.mahendran@grse.co.in,34:23.2
3563,,0,akshat.raj@gov.in,34:48.4
3564,,0,akshat.raj@gov.in,35:33.8
3565,,0,akshat.raj@gov.in,36:22.8
3566,,0,akshat.raj@gov.in,37:20.4
3567,variety of glass products,0,m.mahendran@grse.co.in,37:27.5
3568,,0,akshat.raj@gov.in,38:53.3
3569,,0,akshat.raj@gov.in,39:38.7
3570,,0,akshat.raj@gov.in,40:25.8
3571,,0,akshat.raj@gov.in,41:11.6
3572,,0,amitkumar6@ord.gov.in,41:31.0
3573,,0,akshat.raj@gov.in,41:56.3
3574,NIGHT VISION GOGGLES,0,m.mahendran@grse.co.in,42:34.6
3575,,0,akshat.raj@gov.in,42:39.6
3576,,0,akshat.raj@gov.in,43:26.0
3577,,0,akshat.raj@gov.in,44:14.4
3578,,0,akshat.raj@gov.in,45:04.1
3579,,0,akshat.raj@gov.in,45:55.8
3580,,0,akshat.raj@gov.in,46:44.2
3581,,0,akshat.raj@gov.in,47:37.4
3582,,0,akshat.raj@gov.in,48:31.1
3583,,0,amitkumar6@ord.gov.in,48:49.0
3584,,0,sbsutar@mazdock.com,49:03.9
3585,,0,akshat.raj@gov.in,49:26.1
3586,"CRANES,engineering services & equipment rental",0,m.mahendran@grse.co.in,49:44.2
3587,,0,akshat.raj@gov.in,50:14.3
3588,,0,sbsutar@mazdock.com,50:26.6
3589,,0,akshat.raj@gov.in,50:58.3
3590,,0,sbsutar@mazdock.com,51:10.1
3591,,0,akshat.raj@gov.in,51:51.0
3592,,0,sbsutar@mazdock.com,52:02.7
3593,,0,sbsutar@mazdock.com,52:42.7
3594,,0,akshat.raj@gov.in,52:45.2
3595,,0,akshat.raj@gov.in,53:28.9
3596,,0,sbsutar@mazdock.com,53:45.0
3597,,0,amitkumar6@ord.gov.in,53:47.1
3598,,0,akshat.raj@gov.in,54:17.7
3599,,0,pawanjeetsingh@ord.gov.in,54:43.6
3600,,0,sbsutar@mazdock.com,54:58.3
3601,,0,pawanjeetsingh@ord.gov.in,55:28.8
3602,"3D measurement and imaging solutions, including portable measurement arms, laser trackers, laser sca",0,m.mahendran@grse.co.in,56:38.5
3603,,0,sbsutar@mazdock.com,57:09.2
3604,,0,sbsutar@mazdock.com,58:59.9
3605,RADIOGRAPHIC EXAMINATION,0,pawanjeetsingh@ord.gov.in,59:10.4
3606,fire safety equipment and systems,0,m.mahendran@grse.co.in,59:56.8
3607,,0,sbsutar@mazdock.com,00:00.5
3608,,0,pawanjeetsingh@ord.gov.in,01:10.5
3609,,0,sbsutar@mazdock.com,01:11.4
3610,,0,sbsutar@mazdock.com,02:08.4
3611,,0,pawanjeetsingh@ord.gov.in,03:03.8
3612,,0,sbsutar@mazdock.com,03:07.5
3613,,0,amitkumar6@ord.gov.in,03:45.0
3614,,0,pawanjeetsingh@ord.gov.in,03:48.0
3615,,0,akshat.raj@gov.in,05:21.7
3616,,0,pawanjeetsingh@ord.gov.in,06:25.9
3617,,0,akshat.raj@gov.in,06:44.6
3618,,0,pawanjeetsingh@ord.gov.in,07:04.6
3619,,0,sbsutar@mazdock.com,07:38.7
3620,,0,sbsutar@mazdock.com,08:22.3
3621,,0,akshat.raj@gov.in,08:27.6
3622,,0,sbsutar@mazdock.com,09:05.6
3623,,0,pawanjeetsingh@ord.gov.in,09:35.8
3624,,0,akshat.raj@gov.in,09:47.7
3625,,0,sbsutar@mazdock.com,09:47.9
3626,,0,amitkumar6@ord.gov.in,10:34.7
3627,"machinery and equipment,Manufacture of other electrical equip ment",0,m.mahendran@grse.co.in,11:44.4
3628,,0,akshat.raj@gov.in,11:53.7
3629,,0,akshat.raj@gov.in,12:58.6
3630,PAINT CELL EQUIPMENT,0,m.mahendran@grse.co.in,13:42.8
3631,,0,akshat.raj@gov.in,13:50.1
3632,,0,akshat.raj@gov.in,14:38.3
3633,,0,akshat.raj@gov.in,15:37.9
3634,,0,m.mahendran@grse.co.in,16:01.1
3635,,0,akshat.raj@gov.in,16:38.5
3636,,0,akshat.raj@gov.in,17:37.3
3637,,0,akshat.raj@gov.in,18:37.5
3638,,0,akshat.raj@gov.in,19:29.0
3639,,0,akshat.raj@gov.in,20:23.3
3640,,0,akshat.raj@gov.in,21:23.2
3641,,0,akshat.raj@gov.in,22:30.5
3642,,0,akshat.raj@gov.in,23:29.6
3643,connectors and cable assemblies,0,m.mahendran@grse.co.in,24:24.9
3644,,0,akshat.raj@gov.in,24:45.3
3645,,0,akshat.raj@gov.in,25:41.4
3646,,0,akshat.raj@gov.in,26:43.4
3647,,0,akshat.raj@gov.in,27:37.6
3648,POWER CABLE,0,m.mahendran@grse.co.in,28:09.1
3649,,0,akshat.raj@gov.in,28:28.4
3650,,0,akshat.raj@gov.in,29:25.9
3651,,0,amitkumar6@ord.gov.in,29:35.4
3652,,0,akshat.raj@gov.in,30:11.2
3653,,0,akshat.raj@gov.in,31:22.5
3654,,0,akshat.raj@gov.in,32:17.9
3655,,0,akshat.raj@gov.in,33:54.5
3656,,0,akshat.raj@gov.in,34:47.5
3657,,0,akshat.raj@gov.in,35:42.3
3658,power control systems and related equipment,0,m.mahendran@grse.co.in,35:47.7
3659,,0,akshat.raj@gov.in,36:49.8
3660,,0,akshat.raj@gov.in,37:43.4
3661,,0,amitkumar6@ord.gov.in,37:44.0
3662,,0,akshat.raj@gov.in,38:45.0
3663,,0,akshat.raj@gov.in,39:34.8
3664,,0,akshat.raj@gov.in,41:12.2
3665,fire safety equipment and solutions,0,m.mahendran@grse.co.in,41:45.8
3666,,0,akshat.raj@gov.in,42:01.0
3667,,0,akshat.raj@gov.in,43:02.8
3668,AMC OF LIFT,0,amitkumar6@ord.gov.in,44:01.1
3669,,0,akshat.raj@gov.in,44:05.1
3670,,0,akshat.raj@gov.in,44:52.3
3671,,0,akshat.raj@gov.in,45:37.6
3672,,0,akshat.raj@gov.in,46:21.0
3673,CENTRIFUGAL SEPARATOR FOR HSD OIL,0,m.mahendran@grse.co.in,46:54.3
3674,,0,akshat.raj@gov.in,47:15.3
3675,,0,akshat.raj@gov.in,48:05.6
3676,OPERATOR CHAIR,0,m.mahendran@grse.co.in,49:05.6
3677,,0,akshat.raj@gov.in,49:06.6
3678,,0,akshat.raj@gov.in,49:54.2
3679,,0,akshat.raj@gov.in,50:49.1
3680,,0,akshat.raj@gov.in,51:44.1
3681,,0,akshat.raj@gov.in,52:45.6
3682,,0,akshat.raj@gov.in,53:39.2
3683,,0,amitkumar6@ord.gov.in,53:59.3
3684,,0,mahesh.kumar68@gov.in,54:08.5
3685,,0,akshat.raj@gov.in,54:34.2
3686,,0,akshat.raj@gov.in,55:24.0
3687,,0,akshat.raj@gov.in,56:19.8
3688,,0,akshat.raj@gov.in,57:22.1
3689,,0,akshat.raj@gov.in,58:12.0
3690,,0,akshat.raj@gov.in,58:56.9
3691,,0,akshat.raj@gov.in,59:41.1
3692,,0,amitkumar6@ord.gov.in,00:36.7
3693,,0,akshat.raj@gov.in,00:38.6
3694,,0,akshat.raj@gov.in,01:36.0
3695,,0,akshat.raj@gov.in,02:21.3
3696,,0,mahesh.kumar68@gov.in,03:03.3
3697,,0,akshat.raj@gov.in,03:04.7
3698,,0,akshat.raj@gov.in,03:56.5
3699,,0,mahesh.kumar68@gov.in,04:06.5
3700,,0,akshat.raj@gov.in,04:34.0
3701,,0,akshat.raj@gov.in,05:11.4
3702,,0,akshat.raj@gov.in,05:55.1
3703,,0,akshat.raj@gov.in,06:36.6
3704,,0,mahesh.kumar68@gov.in,07:06.3
3705,,0,akshat.raj@gov.in,07:15.0
3706,,0,akshat.raj@gov.in,07:56.7
3707,,0,akshat.raj@gov.in,08:41.4
3708,,0,amitkumar6@ord.gov.in,09:07.2
3709,,0,akshat.raj@gov.in,09:27.9
3710,,0,akshat.raj@gov.in,10:06.8
3711,,0,akshat.raj@gov.in,10:49.3
3712,,0,akshat.raj@gov.in,11:39.8
3713,,0,akshat.raj@gov.in,12:20.3
3714,,0,akshat.raj@gov.in,13:05.2
3715,,0,akshat.raj@gov.in,13:45.0
3716,,0,akshat.raj@gov.in,14:24.8
3717,,0,akshat.raj@gov.in,15:19.7
3718,,0,akshat.raj@gov.in,16:03.1
3719,,0,akshat.raj@gov.in,16:50.5
3720,,0,akshat.raj@gov.in,17:38.4
3721,,0,akshat.raj@gov.in,18:21.8
3722,,0,akshat.raj@gov.in,19:04.1
3723,,0,akshat.raj@gov.in,19:42.2
3724,,0,mahesh.kumar68@gov.in,20:25.6
3725,,0,akshat.raj@gov.in,20:26.5
3726,,0,akshat.raj@gov.in,26:02.1
3727,,0,akshat.raj@gov.in,26:50.2
3728,,0,akshat.raj@gov.in,27:55.9
3729,,0,akshat.raj@gov.in,29:00.1
3730,,0,akshat.raj@gov.in,30:17.7
3731,,0,akshat.raj@gov.in,31:09.1
3732,,0,akshat.raj@gov.in,32:06.7
3733,,0,akshat.raj@gov.in,26:31.4
3734,,0,akshat.raj@gov.in,27:41.1
3735,,0,akshat.raj@gov.in,28:41.1
3736,,0,akshat.raj@gov.in,29:47.8
3737,,0,akshat.raj@gov.in,30:48.9
3738,,0,akshat.raj@gov.in,31:47.5
3739,,0,akshat.raj@gov.in,33:08.5
3740,,0,akshat.raj@gov.in,34:17.9
3741,,0,akshat.raj@gov.in,35:14.6
3742,,0,akshat.raj@gov.in,36:21.1
3743,,0,akshat.raj@gov.in,37:24.3
3744,,0,akshat.raj@gov.in,38:34.0
3745,,0,akshat.raj@gov.in,39:41.9
3746,,0,akshat.raj@gov.in,40:43.8
3747,,0,akshat.raj@gov.in,41:41.5
3748,,0,akshat.raj@gov.in,42:49.2
3749,,0,akshat.raj@gov.in,43:51.4
3750,,0,akshat.raj@gov.in,45:03.9
3751,,0,akshat.raj@gov.in,46:05.7
3752,,0,akshat.raj@gov.in,47:00.3
3753,,0,akshat.raj@gov.in,47:56.0
3754,,0,akshat.raj@gov.in,48:56.5
3755,,0,akshat.raj@gov.in,49:56.4
3756,,0,akshat.raj@gov.in,51:05.9
3757,,0,akshat.raj@gov.in,52:11.1
3758,,0,akshat.raj@gov.in,53:20.2
3759,,0,akshat.raj@gov.in,54:19.7
3760,,0,akshat.raj@gov.in,55:17.0
3761,,0,akshat.raj@gov.in,56:09.8
3762,,0,akshat.raj@gov.in,57:37.5
3763,,0,akshat.raj@gov.in,58:35.2
3764,,0,akshat.raj@gov.in,59:36.6
3765,,0,akshat.raj@gov.in,01:13.9
3766,,0,akshat.raj@gov.in,03:34.2
3767,,0,akshat.raj@gov.in,06:10.6
3768,,0,akshat.raj@gov.in,07:09.9
3769,,0,akshat.raj@gov.in,07:18.5
3770,,0,akshat.raj@gov.in,08:37.8
3771,,0,akshat.raj@gov.in,11:32.1
3772,,0,akshat.raj@gov.in,16:55.4
3773,,0,akshat.raj@gov.in,18:15.6
3774,,0,akshat.raj@gov.in,22:58.9
3775,,0,akshat.raj@gov.in,24:20.6
3776,,0,gm-ofn-bih@nic.in,42:02.5
3777,,0,gm-ofn-bih@nic.in,56:25.3
3778,,0,gm-ofn-bih@nic.in,58:39.2
3779,,0,gm-ofn-bih@nic.in,05:49.7
3780,,0,pawanjeetsingh@ord.gov.in,12:05.4
3781,,0,pawanjeetsingh@ord.gov.in,12:57.1
3782,,0,akshat.raj@gov.in,18:07.7
3783,,0,pawanjeetsingh@ord.gov.in,18:21.6
3784,,0,akshat.raj@gov.in,20:07.7
3785,,0,pawanjeetsingh@ord.gov.in,20:31.1
3786,,0,gm-ofn-bih@nic.in,20:44.8
3787,,0,Chowdhury.Santanu@grse.co.in,20:53.2
3788,,0,pawanjeetsingh@ord.gov.in,21:28.5
3789,,0,akshat.raj@gov.in,22:04.3
3790,,0,pawanjeetsingh@ord.gov.in,22:27.4
3791,,0,pawanjeetsingh@ord.gov.in,23:11.8
3792,,0,pawanjeetsingh@ord.gov.in,23:58.0
3793,,0,akshat.raj@gov.in,25:00.8
3794,,0,pawanjeetsingh@ord.gov.in,25:47.5
3795,,0,Chowdhury.Santanu@grse.co.in,25:57.4
3796,,0,akshat.raj@gov.in,26:37.3
3797,,0,pawanjeetsingh@ord.gov.in,27:43.0
3798,,0,akshat.raj@gov.in,27:53.5
3799,,0,pawanjeetsingh@ord.gov.in,28:51.1
3800,,0,akshat.raj@gov.in,28:59.0
3801,,0,gm-ofn-bih@nic.in,28:59.9
3802,,0,akshat.raj@gov.in,30:02.7
3803,,0,akshat.raj@gov.in,31:16.2
3804,,0,pawanjeetsingh@ord.gov.in,31:50.4
3805,,0,akshat.raj@gov.in,32:34.7
3806,,0,akshat.raj@gov.in,33:37.1
3807,,0,akshat.raj@gov.in,34:40.1
3808,,0,mahesh.kumar68@gov.in,35:12.0
3809,,0,gm-ofn-bih@nic.in,35:29.2
3810,,0,mahesh.kumar68@gov.in,36:09.3
3811,,0,akshat.raj@gov.in,36:31.0
3812,,0,pawanjeetsingh@ord.gov.in,36:35.4
3813,,0,akshat.raj@gov.in,37:38.9
3814,,0,gm-ofn-bih@nic.in,38:27.1
3815,,0,akshat.raj@gov.in,38:57.1
3816,,0,Chowdhury.Santanu@grse.co.in,39:49.5
3817,,0,pawanjeetsingh@ord.gov.in,40:18.4
3818,,0,akshat.raj@gov.in,40:26.7
3819,,0,pawanjeetsingh@ord.gov.in,41:26.7
3820,,0,akshat.raj@gov.in,41:33.4
3821,,0,pawanjeetsingh@ord.gov.in,42:42.9
3822,,0,akshat.raj@gov.in,42:46.9
3823,,0,akshat.raj@gov.in,44:03.3
3824,,0,pawanjeetsingh@ord.gov.in,44:47.2
3825,,0,akshat.raj@gov.in,45:18.1
3826,,0,pawanjeetsingh@ord.gov.in,45:39.0
3827,,0,akshat.raj@gov.in,46:26.5
3828,,0,pawanjeetsingh@ord.gov.in,46:45.8
3829,,0,pawanjeetsingh@ord.gov.in,47:57.7
