Id,CompanyName,LegalName,OrgType,Scale,Address,City,State,Country,Pincode,Lat,Lng,Website,Email,Phone,PAN,CIN,GST,DUNS,IndustryDomain,IndustrySubdomain,CoreExpertise
7790,TUV RHEINLAND (INDIA) PRIVATE LIMITED,,,,"No. 27/B, 2nd Cross, 13,   Konappana Agrahara, Begur Hobli, Electro,nics City,Bangalore,Bangalore Rural,Karnataka,560100-India",,Karnataka,,560100,,,,,,,,,,,,
7791,AUGSENSE LAB PRIVATE LIMITED,,,,"TrEST Research Park, TC 4/2322, GEM Building,   (opp) CET, Kulathoor Road, Sreekariyam,,Trivandrum,Thiruvananthapuram,Kerala,695016-India",,Kerala,,695016,,,,,,,,,,,,
7792,ICON ANALYTICAL EQUIPMENT PRIVATE LIMITED,,,,"Icon House, Plot 52 Sector No 6,   Sanpada,Thane,Thane,Maharashtra,400705-India",,Maharashtra,,400705,,,,,,,,,,,,
7793,MAHAVIR SYSPOWER PRIVATE LIMITED,,,,"Office No. 104, Sahakar Niwas, Plot No. 160/161,   Road No. 2, Jawahar Nagar, Goregaon West,,,Mumbai,Maharashtra,400062-India",,Maharashtra,,400062,,,,,,,,,,,,
7794,PERT TELECOM SOLUTIONS PRIVATE LIMITED,,,,"720, MIDAS, SAHAR PLAZA COMPLEX,,J.B. NAGAR, ANDHERI EAST,Mumbai,Mumbai,Maharashtra,400059-India",,Maharashtra,,400059,,,,,,,,,,,,
7795,SAI LINKS (INDIA) PRIVATE LIMITED,,,,"102  SAHAKARNAGARPIPE LINE ROAD,AHMEDNAGAR,Maharashtra,414003-India",,Maharashtra,,414003,,,,,,,,,,,,
7796,RESONATINGMINDZ PRIVATE LIMITED,,,,"FL D2- 704 Ovalnest S No 77   (Part) Warje Bh Adityagarden,PUNE,Pune,Maharashtra,411052-India",,Maharashtra,,411052,,,,,,,,,,,,
7797,CYIENT SOLUTIONS AND SYSTEMS PRIVATE LIMITED,,,,"PLOT NO. 2, IT PARK NANAKRAMGUDA   GACHIBOWLI,HYDERABAD,Hyderabad,Telangana,500032-India",,Telangana,,500032,,,,,,,,,,,,
7798,BEEBOX STUDIOS PRIVATE LIMITED,,,,"Module B6-06, Block B, 6th Floor,Kanagam Road, IIT Madras Research Park,Mambalam,Chennai,Tamil Nadu,600113-India",,Tamil Nadu,,600113,,,,,,,,,,,,
7799,ECAPS COMPUTERS INDIA PRIVATE LIMITED,,,,"123RAMALINGAM   COLONY,COIMBATORE,Tamil Nadu,641043-India",,Tamil Nadu,,641043,,,,,,,,,,,,
7800,RABWIN INDUSTRIES PRIVATE LIMITED,,,,"S.F.No.138(2), S.N.M.V.College Road,   Malumichampatty Post,,Coimbatore,Coimbatore,Tamil Nadu,641050-India",,Tamil Nadu,,641050,,,,,,,,,,,,
7801,ASCENT E DIGIT SOLUTIONS PRIVATE LIMITED,,,,"64   KALAIMAGAL SCHOOL ROAD,ERODE,Tamil Nadu,638001-India",,Tamil Nadu,,638001,,,,,,,,,,,,
7802,MATISOFT CYBER SECURITY LABS PRIVATE LIMITED,,,,"117/K/4 R.S PURAM   SARVODAYA NAGAR,KANPUR,Kanpur Dehat,Uttar Pradesh,208025-India",,Uttar Pradesh,,208025,,,,,,,,,,,,
7803,"DA""SPATIO RHOBOTIQUE LABORATORY PRIVATE LIMITED",,,,"C/O ABANI KUMAR BARMAN, BASISTHA,   PATARKUCHI, HOUSE NO. 14, BYELABE 11,,GUWAHATI,Kamrup,Assam,781029-India",,Assam,,781029,,,,,,,,,,,,
7804,ENGLISH HELPER EDUCATION TECHNOLOGIES PRIVATE LIMITED,,,,"Flat#323, Vikas Surya Shopping Mall Mangalam Place   Sector-3, Rohini,New Delhi,Delhi,110085-India",,Delhi,,110085,,,,,,,,,,,,
7805,INNOVANTIX SYSTEMS PRIVATE LIMITED,,,,"H.NO. 65/B   BELLOY,NUVEM,South Goa,Goa,403604-India",,Goa,,403604,,,,,,,,,,,,
7806,ASTRIKOS AI PRIVATE LIMITED,,,,"882, 883 First Floor, GNR Business Chamber,5th Main Rd, KSRTC Layout, 3rd Phase,Bangalore South,Bangalore,Karnataka,560078-India",,Karnataka,,560078,,,,,,,,,,,,
7807,SAVTOA SOFTWARE TECHNOLOGIES PRIVATE LIMITED,,,,"NILA, TC58/102/2   PACHALLOOR,TRIVANDRUM,Thiruvananthapuram,Kerala,695027-India",,Kerala,,695027,,,,,,,,,,,,
7808,SOC-SHASHWAT PRIVATE LIMITED,,,,"FL NO 10, S NO 56/3, SIDDHI RESI NR,   SAMARTH NGR, WADGAON BK,,PUNE,Pune,Maharashtra,411051-India",,Maharashtra,,411051,,,,,,,,,,,,
7809,SECURDEN TECHNOLOGIES PRIVATE LIMITED,,,,"3053,ESTANCIA INTEGRATED TOWNSHIP,GST RD   VALLANCHERY,NANDHIVARAM,GUDUVANCHERY,KANCHIPURAM,Kancheepuram,Tamil Nadu,603202-India",,Tamil Nadu,,603202,,,,,,,,,,,,
7810,INGECO GEARS PRIVATE LIMITED,,,,"PLOT NO 38-43 GOPI INDUSTRIAL ESTATE,   SARKHEJ - BAVLA HIGHWAY, CHANGODAR,,AHMEDABAD,Gujarat,382213-India",,Gujarat,,382213,,,,,,,,,,,,
7811,JYTRA TECHNOLOGY SOLUTIONS PRIVATE LIMITED,,,,"House NO: 6-464/1,   Rangampeta,,East Godavari Dist,East Godavari,Andhra Pradesh,533291-India",,Andhra Pradesh,,533291,,,,,,,,,,,,
7812,IRIDESCENT CONSULTING (OPC) PRIVATE LIMITED,,,,"Flat 106, Door No: 7-60/8, RK Residency,   Revallapalem, Madhurawada,VISAKHAPATNAM,Vishakhapatnam,Andhra Pradesh,530048-India",,Andhra Pradesh,,530048,,,,,,,,,,,,
7813,HAWK INNOVATIONS PRIVATE LIMITED,,,,"F-506, 3-15, KRISHNA SAI ENCLAVE   TADIGADAPA MANOJ NAGAR PENAMALURU MANDAL,VIJAYAWADA,Krishna,Andhra Pradesh,521134-India",,Andhra Pradesh,,521134,,,,,,,,,,,,
7814,MEDNAATH TECHNOLOGIES PRIVATE LIMITED,,,,"C/O KAMLESH KUMAR VILL-AJAWAN   TOLA-AJAWAN PANCH-AJWAN BLOCK-NAUBATPUR,PATNA,Patna,Bihar,801109-India",,Bihar,,801109,,,,,,,,,,,,
7815,RAAGA TECHNOLOGIES PRIVATE LIMITED,,,,"SCO 3017-18, 2ND FLOOR   SECTOR 22-D,CHANDIGARH,Chandigarh,Chandigarh,160022-India",,Chandigarh,,160022,,,,,,,,,,,,
7816,WHALE GRAPHICS (INDIA) LIMITED,,,,"2nd FLOOR   19 IGI, GURGAON ROAD KAPASHERA,NEW DELHI,Delhi,110037-India",,Delhi,,110037,,,,,,,,,,,,
7817,AMTRAK TECHNOLOGIES PRIVATE LIMITED,,,,"6  COMMUNITY CENTRE EAST OFKAILASH N DELHI,NEW DELHI,Delhi,110065-India",,Delhi,,110065,,,,,,,,,,,,
7818,AKASH HI-TECH INDUSTRIES PRIVATE LIMITED,,,,"1349-50BLOCK-K   STREET NO 5 JAHANGIRPURI,DELHI,Delhi,110033-India",,Delhi,,110033,,,,,,,,,,,,
7819,SIRIUS GLOBAL LIMITED,,,,"508, ASHOK BHAWAN,   93 NEHRU PLACE,NEW DELHI,South Delhi,Delhi,110019-India",,Delhi,,110019,,,,,,,,,,,,
7820,TRIDENT INFOSOL PRIVATE LIMITED.,,,,"305 COPIA CORPORATE SUITE JASOLA DISTRICT CENTRE   JASOLA,NEW DELHI,South Delhi,Delhi,110025-India",,Delhi,,110025,,,,,,,,,,,,
7821,JSM TECHNOLOGIES PRIVATE LIMITED,,,,"F-205   c/o Anupam Restaurant, Main Road,Furnitu,re Market,,Munirka,South West Delhi,Delhi,110067-India",,Delhi,,110067,,,,,,,,,,,,
7822,J K TECHNOLOGIES PRIVATE LIMITED,,,,"HOUSE NO 107 BLK-KU PITAMPURA,NEW DELHI,North Delhi,Delhi,110034-India",,Delhi,,110034,,,,,,,,,,,,
7823,TRANSLINE TECHNOLOGIES LIMITED,,,,"23-A SHIVAJI MARGTHIRD FLOOR,NEW DELHI,Delhi,110015-India",,Delhi,,110015,,,,,,,,,,,,
7824,AJEEVI TECHNOLOGIES PRIVATE LIMITED,,,,"R-271, LOWER GROUND FLOOR,New Delhi,South Delhi,Delhi,110048-India",,Delhi,,110048,,,,,,,,,,,,
7825,OTS INFOTECH (INDIA) PRIVATE LIMITED,,,,"202, SECOND FLOOR, VARDHMAN APPENZE 11 PLAZA,   CSC-2, MAYUR VIHAR PHASE-III, KONDLI, GH,AROLI,DELHI,East Delhi,Delhi,110096-India",,Delhi,,110096,,,,,,,,,,,,
7826,KRITIKAL SOLUTIONS PRIVATE LIMITED,,,,"H-NO-1/4527, KALI DASS MARG,   RAM NAGAR EXTN, HANUMAN MANDIR,DELHI,East Delhi,Delhi,110032-India",,Delhi,,110032,,,,,,,,,,,,
7827,THS TECHIMPEX PRIVATE LIMITED,,,,"102 SOUTHEX PLAZA-II209 MASZID MOTH,NEW DELHI,Delhi,110049-India",,Delhi,,110049,,,,,,,,,,,,
7828,LANDMARK INFONET PRIVATE LIMITED,,,,"A  11 BASEMENTC R PARK,NEW DELHI,Delhi,110019-India",,Delhi,,110019,,,,,,,,,,,,
7829,TRANSTEK INFOWAYS PRIVATE LIMITED,,,,"205, Jyoti Building,66, Nehru Place,New Delhi,South Delhi,Delhi,110019-India",,Delhi,,110019,,,,,9210851819,,,,,,,
7830,AKIKO SHERMAN INFOTECH PRIVATE LIMITED,,,,"2C/2, NEW ROHTAK ROAD   NEAR LIBERTY CINEMA,KAROL BAGH,New Delhi,Delhi,110005-India",,Delhi,,110005,,,,,,,,,,,,
7831,MTS INFONET MEDIA PRIVATE LIMITED,,,,"11 DSIDC SHED IST FLOORSCHEME 11 OKHLA PHASE II,NEW DELHI,Delhi,110020-India",,Delhi,,110020,,,,,,,,,,,,
7832,LOGICAL INFO SOLUTIONS PRIVATE LIMITED,,,,"40/53, Ground Floor, Chittaranjan Park   Kalkaji,New Delhi,South Delhi,Delhi,110019-India",,Delhi,,110019,,,,,,,,,,,,
7833,CORPORATE INFOTECH PRIVATE LIMITED.,,,,"A-16 , BASEMENT , JANGPURA EXTENSION   MASJID ROAD,,NEW DELHI,Delhi,110014-India",,Delhi,,110014,,,,,9811154042,,,,,,,
7834,SALICON NANO TECHNOLOGY PRIVATE LIMITED,,,,"111, 1ST FLOOR, LAXMIDEEP TOWER,   LAXMI NAGAR, DISTT, CENTER,DELHI,Delhi,110092-India",,Delhi,,110092,,,,,,,,,,,,
7835,TECHNISYS ENGINEERING PRIVATE LIMITED,,,,"HOUSE NO-196, BLOCK-E -III MOLAR BAND EXTN   BADARPUR BORDER NR KASANA CHOWK,NEW DELHI,New Delhi,Delhi,110044-India",,Delhi,,110044,,,,,,,,,,,,
7836,RADIANT INFO SOLUTIONS PRIVATE LIMITED,,,,"Y-53, Ground Floor, Okhla,   Phase-II,,New Delhi,South Delhi,Delhi,110020-India",,Delhi,,110020,,,,,,,,,,,,
7837,IRIS GLOBAL SERVICES PRIVATE LIMITED,,,,"1, Bypass Road,,Mahipalpur,New Delhi,New Delhi,Delhi,110057-India",,Delhi,,110057,,,,,,,,,,,,
7838,LOGIC FRUIT TECHNOLOGIES PRIVATE LIMITED,,,,"G-36, First floor,Connaught Place,Central Delhi,Delhi,110001-India",,Delhi,,110001,,,,,,,,,,,,
7839,TECHAHEAD SOFTWARE PRIVATE LIMITED,,,,"M-11,SHASTRI NAGAR,NEAR INDERLOK METRO STATION   OPPOSITE METRO PILLAR NO 192,DELHI,North Delhi,Delhi,110052-India",,Delhi,,110052,,,,,,,,,,,,
7840,RAYGAIN TECHNOLOGIES PRIVATE LIMITED,,,,"B 3/17   SAFDAR JUNG ENCLAVE NEAR MARRY SCHOOL,NEW DELHI,South Delhi,Delhi,110029-India",,Delhi,,110029,,,,,,,,,,,,
7841,JIYANJANI TECHNOLOGIES PRIVATE LIMITED,,,,"H No 3B IIIrd FLOOR   PLOT NO T3 PUR PRAHLADPUR,NEW DELHI,Delhi,110044-India",,Delhi,,110044,,,,,,,,,,,,
7842,CRAYONS NET SOLUTIONS PRIVATE LIMITED,,,,"A-8 F.I.E.E   OKHLA INDUSTRIAL AREA- PHASE-II,,NEW DELHI,Delhi,110020-India",,Delhi,,110020,,,,,,,,,,,,
7843,SHELTERA CONSULTANTS PRIVATE LIMITED,,,,"74, SOUTH PATEL NAGAR MARKET,New Delhi,Central Delhi,Delhi,110008-India",,Delhi,,110008,,,,,,,,,,,,
7844,INPUT ZERO TECHNOLOGIES PRIVATE LIMITED,,,,"Property No. 40, Second Floor,,Front Side, East of Kailash,New Delhi,South Delhi,Delhi,110065-India",,Delhi,,110065,,,,,,,,,,,,
7845,ATHENTA TECHNOLOGIES PRIVATE LIMITED,,,,"FLAT NO. 1009 - 1013, 10TH FLOOR   AMBADEEP BUILDING-14, KASTURBA GANDHI MA,RG,NEW DELHI,Central Delhi,Delhi,110001-India",,Delhi,,110001,,,,,,,,,,,,
7846,ADH LABS PRIVATE LIMITED,,,,"21 DEEPAK BUILDING   13 NEHRU PLACE,NEW DELHI,South Delhi,Delhi,110019-India",,Delhi,,110019,,,,,,,,,,,,
7847,OMNIPRESENT ROBOT TECHNOLOGIES PRIVATE LIMITED,,,,"20, SUPREME ENCLAVE   MAYUR VIHAR, PHASE-1,DELHI,Delhi,110091-India",,Delhi,,110091,,,,,,,,,,,,
7848,NETSURE IT SOLUTION PRIVATE LIMITED,,,,"428, Ansal Chamber-II, 6, Bhikaji Cama Place, New Delhi-110066,New Delhi,New Delhi,Delhi,110066-India",,Delhi,,110066,,,,,,,,,,,,
7849,ESEC FORTE TECHNOLOGIES PRIVATE LIMITED,,,,"A-2/10, A-2 BLOCK   ROHINI SECTOR 5,NEW DELHI,Delhi,110085-India",,Delhi,,110085,,,,,,,,,,,,
7850,MISHA INFOTECH PRIVATE LIMITED,,,,"3122, IIIRD FLOOR, MAHINDRA PARK,DELHI,Delhi,110034-India",,Delhi,,110034,,,,,,,,,,,,
7851,BHUNGAR IT SOLUTION PRIVATE LIMITED,,,,"F-N-D-5, 3RD FLOOR, KH NO. 608   HILL VIEW APTT, DERA MANDI,NEW DELHI,Delhi,110074-India",,Delhi,,110074,,,,,,,,,,,,
7852,50 HERTZ LIMITED,,,,"Room No. 303, 3rd floor D 21 Corporate Park,   Sector 21, Dwarka,,New Delhi,South West Delhi,Delhi,110077-India",,Delhi,,110077,,,,,,,,,,,,
7853,ARK INFOSOLUTIONS PRIVATE LIMITED,,,,"F-28, OKHLA INDUSTRIAL AREA,   PHASE-1,,NEW DELHI,South Delhi,Delhi,110020-India",,Delhi,,110020,,,,,,,,,,,,
7854,LUCIUS GLOBAL PRIVATE LIMITED,,,,"B-108, Ground FLoor, Gali No 1,Majlis Park, Adarsh Nagar,Delhi,North West Delhi,Delhi,110033-India",,Delhi,,110033,,,,,,,,,,,,
7855,THREYE INTERACTIVE PRIVATE LIMITED,,,,"Flat No 408, Jhelum CGHS Ltd   Plot No 8, Sector - 05, Dwarka,New Delhi,South West Delhi,Delhi,110075-India",,Delhi,,110075,,,,,,,,,,,,
7856,FLIP IT TECHNOLOGIES PRIVATE LIMITED,,,,"AE-10B, GF TAGORE GARDEN,WEST DELHI,New Delhi,West Delhi,Delhi,110027-India",,Delhi,,110027,,,,,,,,,,,,
7857,TECHNICS INFOSOLUTIONS PRIVATE LIMITED,,,,"4648/21, SEDHUMAL BUILDING,   DARYA GANJ,,NEW DELHI,Delhi,110002-India",,Delhi,,110002,,,,,,,,,,,,
7858,TAGBIN SERVICES PRIVATE LIMITED,,,,"UGF-104, World Trade Centre,,Babar Road, Connaught Place, New Delhi-110001,New Delhi,Central Delhi,Delhi,110001-India",,Delhi,,110001,,,,,,,,,,,,
7859,TECHVICTUS CONSULTANCY SERVICES PRIVATE LIMITED,,,,"27, Ground Floor,   PKT-1 Jasola,New Delhi,South Delhi,Delhi,110025-India",,Delhi,,110025,,,,,,,,,,,,
7860,WAYINFOTECH SOFTWARE PRIVATE LIMITED,,,,"KHASRA NO. 137/13, UGF, GALI NO. 04, BLOCK-A-2,   WEST SANT NAGAR, KAMAL PUR MAZRA, BURARI,NEW DELHI,North East,Delhi,110084-India",,Delhi,,110084,,,,,,,,,,,,
7861,HIBILTER IT SYSTEMS (OPC) PRIVATE LIMITED,,,,"H. NO-5, G/F  R/S   L B M, KRISHNA NAGAR,,NEW DELHI,South Delhi,Delhi,110029-India",,Delhi,,110029,,,,,,,,,,,,
7862,INVEL TECHNOLOGIES PRIVATE LIMITED,,,,"Plot No.630, Khasra No 143   Kanjhawala Industrial Area, Near Tata Po,wer,Delhi,North West,Delhi,110081-India",,Delhi,,110081,,,,,,,,,,,,
7863,D-TECH INDIA PRIVATE LIMITED,,,,"DPT 040 DLF Prime Tower   Okhla Phase I,New Delhi,South Delhi,Delhi,110020-India",,Delhi,,110020,,,,,,,,,,,,
7864,JSR NETSOL PRIVATE LIMITED,,,,"FLAT NO. 611 HEMKUNT CHAMBER 89 NEHRU PLACE NEW DELHI,New Delhi,South Delhi,Delhi,110019-India",,Delhi,,110019,,,,,,,,,,,,
7865,VELMENNI RESEARCH & DEVELOPMENT PRIVATE LIMITED,,,,"PLOT NO. 2,   SHAMBHU DAYAL MARG,NEW DELHI,South Delhi,Delhi,110020-India",,Delhi,,110020,,,,,,,,,,,,
7866,ASELECTOR TECHNOLOGIES (OPC) PRIVATE LIMITED,,,,"324, T/F Vardhaman Dee Cee Plaza   Plot no 5, Sector 11, Dwarka,New Delhi,South West Delhi,Delhi,110075-India",,Delhi,,110075,,,,,,,,,,,,
7867,MICROTECH DIGISYSTEMS PRIVATE LIMITED,,,,"4624/18, ANSARI ROAD   DARYA GANJ,NEW DELHI,Central Delhi,Delhi,110002-India",,Delhi,,110002,,,,,,,,,,,,
7868,VYOMNET TECHNOLOGIES (OPC) PRIVATE LIMITED,,,,"PLOT NO 59 AND 60, KHASRA NO 17, SHYAM VIHAR,NEAR OLD KHAIRA ROAD, NAJAFGARH,New Delhi,South West Delhi,Delhi,110043-India",,Delhi,,110043,,,,,,,,,,,,
7869,ENINJA TECHNOLOGIES PRIVATE LIMITED,,,,"HOUSE NO. 261 FLOOR GROUND BLOCK-A   SAROOP NAGAR,DELHI,New Delhi,Delhi,110042-India",,Delhi,,110042,,,,,,,,,,,,
7870,SCYTALE ALPHA PRIVATE LIMITED,,,,"B-13 Type OTH, 1st Floor, 1 B, Near NSIT   Vishrantika Apartment, Dwarka, Sector 3,NEW DELHI,South West Delhi,Delhi,110078-India",,Delhi,,110078,,,,,,,,,,,,
7871,BIGDIPPER EXPLORATION TECHNOLOGIES PRIVATE LIMITED,,,,"307 3rd Floor DLF City Centre Mall   Shalimar Bagh,Delhi,North West,Delhi,110088-India",,Delhi,,110088,,,,,,,,,,,,
7872,RENAISSANCE ITES PRIVATE LIMITED,,,,"INNOV 8 OKHLA 211 OKHLA INDI,ESTATE PHASE III,New Delhi,South Delhi,Delhi,110020-India",,Delhi,,110020,,,,,,,,,,,,
7873,INDO WINGS PRIVATE LIMITED,,,,"DPT802, F-79 & 80, DLF PRIME TOWERS   OKHLA PHASE 1,NEW DELHI,South Delhi,Delhi,110020-India",,Delhi,,110020,,,,,,,,,,,,
7874,CLOUD FLEX TECHNOLOGIES PRIVATE LIMITED,,,,"MR-1 3rd Floor  JMD Empire Square,MG Road Sikanderpur Ghosi sector-28,Dlf Qe,Gurgaon,Haryana,122002-India",,Haryana,,122002,,,,,,,,,,,,
7875,COMPILERAI LABS PRIVATE LIMITED,,,,"Bench No. 3 & 4, Lab No 3,   TBIU Complex, 2nd Floor, Synergy Buildin,g , IITD,,HAUZ KHAS,South Delhi,Delhi,110016-India",,Delhi,,110016,,,,,,,,,,,,
7876,KREATE TECHNOLOGIES PRIVATE LIMITED,,,,"Flat No. 1003, Antriksh Bhawan 22   K G Marg,Delhi,Central Delhi,Delhi,110001-India",,Delhi,,110001,,,,,,,,,,,,
7877,ZOID TECHNOLOGIES PRIVATE LIMITED,,,,"D-167, Vivek Vihar Phase - 1   East Delhi,Delhi,East Delhi,Delhi,110095-India",,Delhi,,110095,,,,,,,,,,,,
7878,META TATTVA SYSTEMS PRIVATE LIMITED,,,,"B-101, Winter Hills Apartment   Uttam Nagar, New Delhi,Delhi,West Delhi,Delhi,110059-India",,Delhi,,110059,,,,,,,,,,,,
7879,INVENTROM PRIVATE LIMITED,,,,"GURUPUSHPA, PLOT NO 14, BAMON BHAT   POST ST CRUZ,MERCES,North Goa,Goa,403005-India",,Goa,,403005,,,,,,,,,,,,
7880,DEEPROOT LINUX PRIVATE LIMITED,,,,"B-2, SRIKRISHNA APARTMENTS,   NEAR LAD SOCIETY, BODAKDEV,,AHMEDABAD,Gujarat,380015-India",,Gujarat,,380015,,,,,,,,,,,,
7881,JYOTI MICRO SYSTEMS PRIVATE LIMITED,,,,"34, 3RD FLR, NEW YORK TOWER - A,   THALTEJ 4 RASTA, THALTEJ HIGHWAY,AHMEDABAD,Ahmedabad,Gujarat,380054-India",,Gujarat,,380054,,,,,,,,,,,,
7882,BEEKAYIT NETSEC SOLUTIONS PRIVATE LIMITED,,,,"A-2/112, PALLADIUM, CORPORATE ROAD,   B/H. DIVYA BHASKAR PRESS, S G HIGHWAY, M,AKARBA,,AHMEDABAD,Ahmedabad,Gujarat,380051-India",,Gujarat,,380051,,,,,,,,,,,,
7883,SHARADA TECHCONSOL PRIVATE LIMITED,,,,"B-16, FIRST FLOOR, SHIVALAYA RESIDENCY,   KUDASAN,GANDHINAGAR,Gandhinagar,Gujarat,382007-India",,Gujarat,,382007,,,,,,,,,,,,
7884,JIO PLATFORMS LIMITED,,,,"Office - 101, Saffron, Nr. Centre Point,   Panchwati 5 Rasta, Ambawadi,,AHMEDABAD,Ahmedabad,Gujarat,380006-India",,Gujarat,,380006,,,,,,,,,,,,
7885,ARISHTI INFO LABS PRIVATE LIMITED,,,,"539 Satyam 3,Amba Township , Adalaj,Gandhinagar,Gandhi Nagar,Gujarat,382421-India",,Gujarat,,382421,,,,,,,,,,,,
7886,FORENSIC CYBERTECH MACHINES PRIVATE LIMITED,,,,"816, Shivalik Shilp, Iscon Cross Road   Ambali-Bopal Road, S.G. Highway,Ahmedabad,Ahmedabad,Gujarat,380015-India",,Gujarat,,380015,,,,,,,,,,,,
7887,MANIFOLD E-CONNECT LIMITED,,,,"Plot No. 138   Sector 5, IMT Manesar,Gurugram,Gurgaon,Haryana,122051-India",,Haryana,,122051,,,,,,,,,,,,
7888,AZCOM INFOSOLUTIONS (INDIA) PRIVATE LIMITED,,,,"3rd Floor, Plot no. 35P, UM HOUSE   Sector - 44,Gurugram,Gurgaon,Haryana,122002-India",,Haryana,,122002,,,,,,,,,,,,
7889,SUNRISE VENTURES PRIVATE LIMITED,,,,"INDUSTRIAL SHED NO.-375, PHASE-II, FIRST FLOOR   INDUSTRIAL AREA, PANCHKULA,PANCHKULA,Haryana,134109-India",,Haryana,,134109,,,,,,,,,,,,
7890,DUCTUS TECHNOLOGIES PRIVATE LIMITED,,,,"382, SECTOR-37, PACE CITY-2,GURGAON,Gurgaon,Haryana,122004-India",,Haryana,,122004,,,,,,,,,,,,
7891,IIIOT INFOTECH PRIVATE LIMITED,,,,"942, 9th Floor, Tower A2   Spaze I-Tech Park, Sector 49, Sohna Road,Gurgaon,Gurgaon,Haryana,122018-India",,Haryana,,122018,,,,,,,,,,,,
7892,ORKASH LABS PRIVATE LIMITED,,,,"BC-0001 NIRWANA COUNTRY   GURUGRAM-122018, INDIA,GURUGRAM,Gurgaon,Haryana,122018-India",,Haryana,,122018,,,,,,,,,,,,
7893,AIEYE TECHNOLOGIES PRIVATE LIMITED,,,,"UNIT NO-1133, TOWER-B2, TECH PARK,SOHNA ROAD, SECTOR-49,Sadar Bazar,Gurgaon,Haryana,122001-India",,Haryana,,122001,,,,,,,,,,,,
7894,MINOS SOLUTIONS PRIVATE LIMITED,,,,"672,SECTOR 15 PART-2,Sadar Bazar,Gurgaon,Haryana,122001-India",,Haryana,,122001,,,,,,,,,,,,
7895,OCEANSIDE TECHNOLOGIES PRIVATE LIMITED,,,,"UNIT 612, 6F, GALLERIA MARKET   DLF CITY PHASE 4,GURUGRAM,Gurgaon,Haryana,122009-India",,Haryana,,122009,,,,,,,,,,,,
7896,3D IRON TECHNOLOGIES PRIVATE LIMITED,,,,"H NO  401 /31,   JVV,GURUGRAM,Gurgaon,Haryana,122001-India",,Haryana,,122001,,,,,,,,,,,,
7897,MOBISEC TECHNOLOGIES PRIVATE LIMITED,,,,"F-200, FIRST FLOOR   NEW PALAM VIHAR, SECTOR-110,GURUGRAM,Gurgaon,Haryana,122017-India",,Haryana,,122017,,,,,,,,,,,,
7898,INGENIOUS RESEARCH SOLUTIONS PRIVATE LIMITED,,,,"344, SECTOR 46,FARIDABAD,Faridabad,Haryana,121010-India",,Haryana,,121010,,,,,,,,,,,,
7899,DDSPLM PRIVATE LIMITED,,,,"SF 643, 6TH FLOOR JMD MEGAPOLIS   SOHNA ROAD,GURUGRAM,Gurgaon,Haryana,122001-India",,Haryana,,122001,,,,,,,,,,,,
7900,CORMEUM TECHNOLOGIES PRIVATE LIMITED,,,,"P. NO 188 PH 4   Udyog Vihar,Gurgaon,Gurgaon,Haryana,122015-India",,Haryana,,122015,,,,,,,,,,,,
7901,DRONEVERSE AVIATION PRIVATE LIMITED,,,,"A1101, Floor 11, Tower A,   Ireo Victory Valley, 67, Badshahpur,,Gurgaon,Gurgaon,Haryana,122101-India",,Haryana,,122101,,,,,,,,,,,,
7902,TECH SUMO SERVICES PRIVATE LIMITED,,,,"Road No. 17, F No AZ   Rajawant Tower Pardhi,Mango,Pashchim Singhbhum,Jharkhand,831012-India",,Jharkhand,,831012,,,,,,,,,,,,
7903,ASL ADVANCED SYSTEMS PRIVATE LIMITED,,,,"C/O TATA ELXSI LIMITED, FLAT # 305 A BLOCK,   ITPB ROAD,,BANGALORE,Bangalore,Karnataka,560066-India",,Karnataka,,560066,,,,,,,,,,,,
7904,SAMATA SYSTEMS PRIVATE LIMITED,,,,"610 A WING MITTAL TOWERSM.G. ROAD,   BANGALORE,BANGALORE,Karnataka,560001-India",,Karnataka,,560001,,,,,,,,,,,,
7905,D'GIPRO DESIGN AUTOMATION AND MARKETING PRIVATE LIMITED,,,,"Prerana Mansion, BDA Site No. 106, BTM Layout,Bilekahalli, Dollar Scheme,Bangalore South,Bangalore,Karnataka,560076-India",,Karnataka,,560076,,,,,,,,,,,,
7906,INTERFACE CONNECTRONICS PRIVATE LIMITED,,,,"NO 3,FIRST FLOOR,NO 85,S.C.ROAD.   YESHWANTHAPUR,BANGALORE,Karnataka,560022-India",,Karnataka,,560022,,,,,,,,,,,,
7907,EDS TECHNOLOGIES PRIVATE LIMITED,,,,"TheEstateSecondFloor,121,DickensonRoad,Bangalore,Bangalore,Karnataka,560042-India",,Karnataka,,560042,,,,,,,,,,,,
7908,SYMMETRIC TECHNOLOGIES PRIVATE LIMITED,,,,"#224, 2nd Block, 5th Cross, 80ft Road   R.M.V II Stage, Sanjaynagar,Bangalore,Bangalore,Karnataka,560094-India",,Karnataka,,560094,,,,,,,,,,,,
7909,ATRIA CONVERGENCE TECHNOLOGIES LIMITED,,,,"2nd & 3rd Floor, No 1   Indian Express Building, Queen's Road,Bangalore,Bangalore,Karnataka,560001-India",,Karnataka,,560001,,,,,,,,,,,,
7910,INTERACTIVE TRAINING AND METHODOLOGIES PRIVATE LIMITED,,,,"No 43, 7th Cross, Kowdenahalli Village   R M Nagar,Bangalore,Bangalore,Karnataka,560016-India",,Karnataka,,560016,,,,,,,,,,,,
