CompanyId,CompanyName,search_text
10427,ASL INDUSTRIES LIMITED,"ASL INDUSTRIES LIMITED ASL INDUSTRIES LIMITED ASL INDUSTRIES LIMITED Textiles Textiles West Bengal 7B PUNWANI CHAMBERSKIRAN SHANKAR ROY ROAD,KOLKATA,West Bengal,700001-India ; nan nan ; nan nan nan ; FABRICATED COMPONENT"
10428,SUPERIOR AGENCIES LTD,"SUPERIOR AGENCIES LTD SUPERIOR AGENCIES LTD SUPERIOR AGENCIES LTD West Bengal 4B LITTLE RUSSEL ST,KOLKATA,West Bengal,700071-India ; nan nan ; nan nan nan nan ; nan nan"
10429,THE NEW INDIA ASSURANCE COMPANY LIMITED,"THE NEW INDIA ASSURANCE COMPANY LIMITED THE NEW INDIA ASSURANCE COMPANY LIMITED THE NEW INDIA ASSURANCE COMPANY LIMITED Maharashtra NEW INDIA ASSURANCE BLDG87 M G ROAD FORT,MUMBAI,Maharashtra,400001-India ; ; nan nan nan ; Insurance"
10430,HIND INDUSTRIES LIMITED,"HIND INDUSTRIES LIMITED HIND INDUSTRIES LIMITED HIND INDUSTRIES LIMITED Delhi B--3, friends colony west main mathura road,south delhi,South Delhi,Delhi,110065-India ; nan nan ; nan nan nan nan ; nan nan"
10431,PUNJ-LLOYD LIMITED,"PUNJ-LLOYD LIMITED PUNJ-LLOYD LIMITED PUNJ-LLOYD LIMITED Mechanical Engineering Mechanical Engineering Delhi PUNJ LLOYD HOUSE17-18 NEHRU PLACE,NEW DELHI,Delhi,110019-India ; ; nan nan nan ; LOADING DEVICE FOR 155MM DHANUSH GUN SYSTEM; MACHINED CASTINGS"
10432,LG ELECTRONICS INDIA LIMITED,"LG ELECTRONICS INDIA LIMITED LG ELECTRONICS INDIA LIMITED LG ELECTRONICS INDIA LIMITED Delhi 20-A, SHIVAJI MARG, MOTI NAGAR,NEW DELHI,Delhi,110015-India ; nan nan ; nan nan nan nan ; nan nan"
10433,ACCLAIM INDUSTRIES LIMITED,"ACCLAIM INDUSTRIES LIMITED ACCLAIM INDUSTRIES LIMITED ACCLAIM INDUSTRIES LIMITED IT & Software IT & Software Maharashtra FLAT NO. 13, SAUBHAGYA APTS.,3RD FLOOR PAVANANAGAR, DIST. PUNE - 411033,NA,Pune,Maharashtra,000000-India ; nan nan ; nan nan nan ; Boot Ankle Leather Printed Grain for General Purpose with laces Nylon Black 90cm; PT Shoes (Sports Footwear)"
10434,INDO ASIAN FUSEGEAR LTD,"INDO ASIAN FUSEGEAR LTD INDO ASIAN FUSEGEAR LTD INDO ASIAN FUSEGEAR LTD Haryana 51 KMS ROADMURTHAL SONEPAT,HARYANA,Haryana,131027-India ; nan nan ; nan nan nan nan ; nan nan"
10435,JUPITER BIOSCIENCE LIMITED,"JUPITER BIOSCIENCE LIMITED JUPITER BIOSCIENCE LIMITED JUPITER BIOSCIENCE LIMITED Karnataka 24, KOLHAR, IDA,,BIDAR,Bidar,Karnataka,585401-India ; nan nan ; nan nan nan nan ; nan nan"
10436,KAR MOBILES LIMITED,"KAR MOBILES LIMITED KAR MOBILES LIMITED KAR MOBILES LIMITED Tamil Nadu Maithri132,CathedralRoad,Chennai,Tamil Nadu,600086-India ; nan nan ; nan nan nan nan ; nan nan"
10437,CASIL HEALTH PRODUCTS LIMITED,"CASIL HEALTH PRODUCTS LIMITED CASIL HEALTH PRODUCTS LIMITED CASIL HEALTH PRODUCTS LIMITED Gujarat CADILA CORPORATE COMPLEX,SARKHEJ-DHOLKA ROAD, BHAT AHMEDABAD. 382 210,NA,Ahmedabad,Gujarat,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10438,MAHINDRA UGINE STEEL COMPANY LIMITED,"MAHINDRA UGINE STEEL COMPANY LIMITED MAHINDRA UGINE STEEL COMPANY LIMITED MAHINDRA UGINE STEEL COMPANY LIMITED Maharashtra 74GANESH APARTMENT OPPSITALADEVI TEMPLE L J ROAD MAHIM,MUMBAI,Maharashtra,400016-India ; nan nan ; nan nan nan nan ; nan nan"
10439,INDABRATOR LIMITED,"INDABRATOR LIMITED INDABRATOR LIMITED INDABRATOR LIMITED Maharashtra NSE ESTATE RAM MANDIR ROADGOREGAON EAST,MUMBAI,Maharashtra,400063-India ; nan nan ; nan nan nan nan ; nan nan"
10440,Company LLP Test,"Company LLP Test Company LLP Test Company LLP Test Delhi LLP Test,LLP Test,LLP Test,South Delhi,Delhi,India-110065 ; nan nan ; nan nan nan nan ; nan nan"
10441,ORIENTAL INDUSTRIES LIMITED,"ORIENTAL INDUSTRIES LIMITED ORIENTAL INDUSTRIES LIMITED ORIENTAL INDUSTRIES LIMITED Chandigarh SCO 87 SECTOR 46- C CHANDIGARH,UT,Chandigarh,160047-India ; nan nan ; nan nan nan nan ; nan nan"
10442,ALLIED INDUSTRIES LIMITED,"ALLIED INDUSTRIES LIMITED ALLIED INDUSTRIES LIMITED ALLIED INDUSTRIES LIMITED Punjab 64-C, Focal point LUDHIANA CITY,PUNJAB,Punjab,141010-India ; nan nan ; nan nan nan nan ; nan nan"
10443,MICHIGAN RUBBER (INDIA) LIMITED,"MICHIGAN RUBBER (INDIA) LIMITED MICHIGAN RUBBER (INDIA) LIMITED MICHIGAN RUBBER (INDIA) LIMITED Madhya Pradesh 11NEHRU MARKET IN FRONT OFNEHRU STADIUM INDORE,M.P.,Indore,Madhya Pradesh,452001-India ; nan nan ; nan nan nan nan ; nan nan"
10444,KHANNA EXIM PRIVATE LIMITED,"KHANNA EXIM PRIVATE LIMITED KHANNA EXIM PRIVATE LIMITED KHANNA EXIM PRIVATE LIMITED Punjab E-673, PHASE-VIII,FOCAL POINT, LUDHIANA.,LUDHIANA.,Punjab,141007-India ; nan nan ; nan nan nan nan ; nan nan"
10445,SMITHKLINE BEECHAM PHARMACEUTICALS LIMITED,"SMITHKLINE BEECHAM PHARMACEUTICALS LIMITED SMITHKLINE BEECHAM PHARMACEUTICALS LIMITED SMITHKLINE BEECHAM PHARMACEUTICALS LIMITED Karnataka 71,CUNNINGHAM ROAD,BANGALORE-560 052.,BANGALORE-560 052.,Karnataka,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10446,BLAZE ENTERPRISES PRIVATE LIMITED,"BLAZE ENTERPRISES PRIVATE LIMITED BLAZE ENTERPRISES PRIVATE LIMITED BLAZE ENTERPRISES PRIVATE LIMITED Karnataka HIGH POINT,45/1,PALACE ROAD,BANGALORE-1.,VOL. PG:,Karnataka,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10447,ASL INDUSTRIES PRIVATE LIMITED,"ASL INDUSTRIES PRIVATE LIMITED ASL INDUSTRIES PRIVATE LIMITED ASL INDUSTRIES PRIVATE LIMITED Jharkhand C-56, 54 & 55 INDUSTRIAL AREA,4TH PHASE GAMHARIA,JAMSHEDPUR,Jharkhand,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10448,DIFFUSION ENGINEERS LIMITED,"DIFFUSION ENGINEERS LIMITED DIFFUSION ENGINEERS LIMITED DIFFUSION ENGINEERS LIMITED Karnataka 56,SB COLONY,ARAKERE GATE,BANNERGATTA ROAD, BANGALORE-560 076.,BANGALORE-560 076.,Karnataka,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10449,BANGALORE ELECTRONICS PRIVATE LIMITED,"BANGALORE ELECTRONICS PRIVATE LIMITED BANGALORE ELECTRONICS PRIVATE LIMITED BANGALORE ELECTRONICS PRIVATE LIMITED Karnataka NO.661/ 543 4TH A CROSSNEW THIPPASANDRA HAL III STAGE BANGALORE-560075,NA,Karnataka,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10450,BLUE STAR LIMITED.,"BLUE STAR LIMITED. BLUE STAR LIMITED. BLUE STAR LIMITED. Maharashtra KASTURI BUILDINGS, JOMSHEDJITATA ROAD BOMBAY-400020.,TATA ROAD, BOMBAY-400020.,Maharashtra,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10451,SHREE REFRIGERATIONS PRIVATE LIMITED,"SHREE REFRIGERATIONS PRIVATE LIMITED SHREE REFRIGERATIONS PRIVATE LIMITED SHREE REFRIGERATIONS PRIVATE LIMITED IT & Software IT & Software Maharashtra RAJAS, OPP. BUPESH APTS.,OPP SGM COLLEGE VIDYANAGAR, KARAD, SATARA,KARAD, SATARA,Maharashtra,000000-India ; nan nan ; nan nan nan ; 650 KW Air Conditioning Plant; AC and rfirigeration system"
10452,COTMAC ELECTRONICS PRIVATE LIMITED,"COTMAC ELECTRONICS PRIVATE LIMITED COTMAC ELECTRONICS PRIVATE LIMITED COTMAC ELECTRONICS PRIVATE LIMITED Karnataka SIRUR GINNING FACTORY COMPOUNDKARWAR ROAD, HUBLI.,KARWAR ROAD, HUBLI.,Karnataka,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10453,COSYST DEVICES PRIVATE LIMITED,"COSYST DEVICES PRIVATE LIMITED COSYST DEVICES PRIVATE LIMITED COSYST DEVICES PRIVATE LIMITED Karnataka NO.40, 5TH MAIN,GANGANAGAREXTENSION,R.T.NAGAR, BANGALORE,NA,Karnataka,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10454,XENIA ELECTRONICS PVT LTD,"XENIA ELECTRONICS PVT LTD XENIA ELECTRONICS PVT LTD XENIA ELECTRONICS PVT LTD Jharkhand 405, B, ASHOK NAGAR, ROAD NO.5, RANCHI,NA,Jharkhand,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10455,B D S ELECTRONICS PRIVATE LIMITED,"B D S ELECTRONICS PRIVATE LIMITED B D S ELECTRONICS PRIVATE LIMITED B D S ELECTRONICS PRIVATE LIMITED Karnataka NO.132, 1ST MAIN ROAD,SESHADRIPURAM, BANGALORE. SESHADRIPURAMBANGALORE,BANGALORE,Karnataka,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10456,PRECISION PANEL WORKS PRIVATE LIMITED,"PRECISION PANEL WORKS PRIVATE LIMITED PRECISION PANEL WORKS PRIVATE LIMITED PRECISION PANEL WORKS PRIVATE LIMITED Karnataka NO.24,V-MAIN,II BLOCK,,JAYALAKSHMIPURAM,MYSORE,JAYALAKSHMIPURAMMYSORE,Karnataka,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10457,RSB TRANSMISSIONS (INDIA) LIMITED,"RSB TRANSMISSIONS (INDIA) LIMITED RSB TRANSMISSIONS (INDIA) LIMITED RSB TRANSMISSIONS (INDIA) LIMITED Jharkhand 294/2/3 ROAD NO. 10. ADYTIAPURADITYAPUR JAMSHEDPUR.,ADITYAPUR, JAMSHEDPUR.,Jharkhand,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10458,ORACLE AUTO PRIVATE LIMITED,"ORACLE AUTO PRIVATE LIMITED ORACLE AUTO PRIVATE LIMITED ORACLE AUTO PRIVATE LIMITED West Bengal SUIT NO 204,2ND FLOOR,CENTRE POINT 21,HEMANT BASU SARANI,KOLKATA,Kolkata,West Bengal,700001-India ; nan nan ; nan nan nan nan ; nan nan"
10459,CEAT LTD.,"CEAT LTD. CEAT LTD. CEAT LTD. Maharashtra 463,DR.ANNIE BESANT ROAD,BOMBAY-400025.,BOMBAY-400025.,Maharashtra,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10460,WORTHY CONSTRUCTIONS PVT LTD,"WORTHY CONSTRUCTIONS PVT LTD WORTHY CONSTRUCTIONS PVT LTD WORTHY CONSTRUCTIONS PVT LTD Madhya Pradesh HIG 5, SHIV NAGAR DAMOH NAKA JABALPUR,M.P,Madhya Pradesh,000000-India ; nan nan ; nan nan nan ; Grinding and Polishing of various grade material plates; Waterproofing works"
10461,ROYAL ENGINEERS PVT LTD,"ROYAL ENGINEERS PVT LTD ROYAL ENGINEERS PVT LTD ROYAL ENGINEERS PVT LTD Bihar NEW MARKET ABOVE KRISHNAAGENCY,PATNA-1.,AGENCY,PATNA-1.,Bihar,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10462,WILSON ENGINEERING INDUSTRIES PRIVATE LIMITED,"WILSON ENGINEERING INDUSTRIES PRIVATE LIMITED WILSON ENGINEERING INDUSTRIES PRIVATE LIMITED WILSON ENGINEERING INDUSTRIES PRIVATE LIMITED Bihar PATNA INDUSTRIAL AREA PATLIPUTRA,PATNA,Bihar,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10463,INDOMER COASTAL HYDRAULICS PRIVATE LIMITED,"INDOMER COASTAL HYDRAULICS PRIVATE LIMITED INDOMER COASTAL HYDRAULICS PRIVATE LIMITED INDOMER COASTAL HYDRAULICS PRIVATE LIMITED Goa 6, SAGARICA APARTMENTS,DONA PAULA, GOA - 403 004,GOA - 403 004,Goa,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10464,ARCTIC BIO-PRO LIMITED,"ARCTIC BIO-PRO LIMITED ARCTIC BIO-PRO LIMITED ARCTIC BIO-PRO LIMITED Delhi G-14 NDSE-II,SOUTH EXTENSION,Delhi,110049-India ; nan nan ; nan nan nan nan ; nan nan"
10465,ROHAN ENTERPRISES PRIVATE LIMITED,"ROHAN ENTERPRISES PRIVATE LIMITED ROHAN ENTERPRISES PRIVATE LIMITED ROHAN ENTERPRISES PRIVATE LIMITED Madhya Pradesh CHHATRI RO,MANDSAUR,Mandsaur,Madhya Pradesh,458775-India ; nan nan ; nan nan nan nan ; nan nan"
10466,AUNDH AGRO PRODUCTS PRIVATE LIMITED,"AUNDH AGRO PRODUCTS PRIVATE LIMITED AUNDH AGRO PRODUCTS PRIVATE LIMITED AUNDH AGRO PRODUCTS PRIVATE LIMITED Maharashtra S - 158 MIDC BHOSARI, PUNE - 411026,PUNE,Maharashtra,411026-India ; nan nan ; nan nan nan nan ; nan nan"
10467,SUNRISE INDUSTRIES LTD.,"SUNRISE INDUSTRIES LTD. SUNRISE INDUSTRIES LTD. SUNRISE INDUSTRIES LTD. West Bengal MARSHALI HOUSE25 STRAND ROAD 5TH FLOOR ROOM NO 568,KOLKATA,West Bengal,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10468,AASRA INDUSTRIES LIMITED,"AASRA INDUSTRIES LIMITED AASRA INDUSTRIES LIMITED AASRA INDUSTRIES LIMITED Punjab Plot No. - EL 633 Industrial Area, Phase IX,Mohali,Rupnagar,Punjab,160062-India ; nan nan ; nan nan nan nan ; nan nan"
10469,AVESTHAGEN QUALITY AGRICULTURE SERVICES PRIVATE LIMITED,"AVESTHAGEN QUALITY AGRICULTURE SERVICES PRIVATE LIMITED AVESTHAGEN QUALITY AGRICULTURE SERVICES PRIVATE LIMITED AVESTHAGEN QUALITY AGRICULTURE SERVICES PRIVATE LIMITED Telangana ICRISAT P.O.,PATANCHERU, R.R.DIST.,ANDHR APRADESH,Telangana,502324-India ; nan nan ; nan nan nan nan ; nan nan"
10470,DAKSHIN AGRO TECH LIMITED,"DAKSHIN AGRO TECH LIMITED DAKSHIN AGRO TECH LIMITED DAKSHIN AGRO TECH LIMITED Tamil Nadu 13,IIND ST,PADMANABHA NAGAR,ADYAR,MADRAS-20.,ADYAR,MADRAS-20.,Chennai,Tamil Nadu,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10471,SCHMECKEN AGRO PRIVATE LIMITED,"SCHMECKEN AGRO PRIVATE LIMITED SCHMECKEN AGRO PRIVATE LIMITED SCHMECKEN AGRO PRIVATE LIMITED Tamil Nadu 6, VILLIVAKKAM ROAD KALPALAYAM, PUZHAL,CHENNAI,Tamil Nadu,600099-India ; nan nan ; nan nan nan nan ; nan nan"
10472,LADAKH FOODS LIMITED,"LADAKH FOODS LIMITED LADAKH FOODS LIMITED LADAKH FOODS LIMITED Delhi R-10NEHRU ENCLAVE KALKAJI,NEW DELHI,Delhi,110030-India ; nan nan ; nan nan nan nan ; nan nan"
10473,RISHAB FARMS AND INDUSTRIES LTD,"RISHAB FARMS AND INDUSTRIES LTD RISHAB FARMS AND INDUSTRIES LTD RISHAB FARMS AND INDUSTRIES LTD Haryana SHAIL FARMS VILLAGE AND POSTOFFICE FARUKH NAGAR GURGAON,HARYANA,Haryana,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10474,ORIENT ENGINEERING WORKS PVT LTD,"ORIENT ENGINEERING WORKS PVT LTD ORIENT ENGINEERING WORKS PVT LTD ORIENT ENGINEERING WORKS PVT LTD Orissa DALAMUNDEI SQUARE,CUTTACK,Orissa,753001-India ; nan nan ; nan nan nan nan ; nan nan"
10475,MUSHLOOP PRIVATE LIMITED,"MUSHLOOP PRIVATE LIMITED MUSHLOOP PRIVATE LIMITED MUSHLOOP PRIVATE LIMITED Tamil Nadu 5/391/11ALAGAPURAM KATTUR,Salem,Salem,Tamil Nadu,636016-India ; nan nan ; nan nan nan nan ; nan nan"
10476,ARYAN ESSENTIALS PRIVATE LIMITED,"ARYAN ESSENTIALS PRIVATE LIMITED ARYAN ESSENTIALS PRIVATE LIMITED ARYAN ESSENTIALS PRIVATE LIMITED Delhi C - 6 / 6323 VASANTKUNJ,NEW DELHI,South Delhi,Delhi,110070-India ; nan nan ; nan nan nan nan ; nan nan"
10477,KASHVI INDUSTRIES PRIVATE LIMITED,"KASHVI INDUSTRIES PRIVATE LIMITED KASHVI INDUSTRIES PRIVATE LIMITED KASHVI INDUSTRIES PRIVATE LIMITED Delhi PLOT NO 33,2ND FLOOR,PHASE-II, BADLI INDUSTRIAL AREA,DELHI,North Delhi,Delhi,110042-India ; nan nan ; nan nan nan nan ; nan nan"
10478,FARMEX INDIA PRIVATE LIMITED,"FARMEX INDIA PRIVATE LIMITED FARMEX INDIA PRIVATE LIMITED FARMEX INDIA PRIVATE LIMITED Bihar 4, Madhubani, Vill-Purnea Nagarpalika, Anchal-purnea East, Dist-Purnea,Bihar,Purnia,Bihar,854301-India ; nan nan ; nan nan nan nan ; nan nan"
10479,ORION INDUSTRIES LIMITED,"ORION INDUSTRIES LIMITED ORION INDUSTRIES LIMITED ORION INDUSTRIES LIMITED Jharkhand K-4, KALPATRU JALAN ROAD UPEER BAZAR,RANCHI,Jharkhand,834001-India ; nan nan ; nan nan nan nan ; nan nan"
10480,SRIKAR ORGANICS (INDIA) PRIVATE LIMITED,"SRIKAR ORGANICS (INDIA) PRIVATE LIMITED SRIKAR ORGANICS (INDIA) PRIVATE LIMITED SRIKAR ORGANICS (INDIA) PRIVATE LIMITED Telangana SHED-3, PLOT NO.A11 & A12/1 IDA NACHARAM, MEDCHAL,HYDERABAD,Hyderabad,Telangana,500076-India ; nan nan ; nan nan nan nan ; nan nan"
10481,HILL TRIBES MUSHROOM AND POULTRY PRIVATE LIMITED,"HILL TRIBES MUSHROOM AND POULTRY PRIVATE LIMITED HILL TRIBES MUSHROOM AND POULTRY PRIVATE LIMITED HILL TRIBES MUSHROOM AND POULTRY PRIVATE LIMITED Arunachal Pradesh NITI VIHARITANAGAR,ARUNACHAL PRADESH.,Arunachal Pradesh,791111-India ; nan nan ; nan nan nan nan ; nan nan"
10482,MR PAL & CO PVT LTD,"MR PAL & CO PVT LTD MR PAL & CO PVT LTD MR PAL & CO PVT LTD West Bengal 67/20 STRAND BANK ROAD,KOLKATA,West Bengal,700006-India ; nan nan ; nan nan nan nan ; nan nan"
10483,SHRINATHJI DRUGS AND CHEMICALS PVT LTD,"SHRINATHJI DRUGS AND CHEMICALS PVT LTD SHRINATHJI DRUGS AND CHEMICALS PVT LTD SHRINATHJI DRUGS AND CHEMICALS PVT LTD Madhya Pradesh E-4/50 ARENA COLONY,BHOPAL,Madhya Pradesh,000000-India ; nan nan ; nan nan nan ; LIP SALVE; N N DIETHYL BENZAMIDE 12%W/W; OFWS"
10484,OM RUBBER INDUSTRIES PRIVATE LIMITED,"OM RUBBER INDUSTRIES PRIVATE LIMITED OM RUBBER INDUSTRIES PRIVATE LIMITED OM RUBBER INDUSTRIES PRIVATE LIMITED Tamil Nadu 59, WEST RAMALINGAPURAM ROAD R.S.PURAM,COIMBATORE,Coimbatore,Tamil Nadu,641002-India ; nan nan ; nan nan nan nan ; nan nan"
10485,INTEGRATED ENGINERING AND EXPORTS PRIVATE LIMITED,"INTEGRATED ENGINERING AND EXPORTS PRIVATE LIMITED INTEGRATED ENGINERING AND EXPORTS PRIVATE LIMITED INTEGRATED ENGINERING AND EXPORTS PRIVATE LIMITED Tamil Nadu N 47 SIDCO IV PHASESIPCOT INDL COMPLEX,HOSUR,Krishnagiri,Tamil Nadu,635126-India ; nan nan ; nan nan nan nan ; nan nan"
10486,S.J.INDUSTRIES LIMITED,"S.J.INDUSTRIES LIMITED S.J.INDUSTRIES LIMITED S.J.INDUSTRIES LIMITED Madhya Pradesh E-3/123 A, ARERA COLONY BHOPAL,NA,Madhya Pradesh,462016-India ; nan nan ; nan nan nan nan ; nan nan"
10487,SHANTI INDUSTRIES PVT LTD,"SHANTI INDUSTRIES PVT LTD SHANTI INDUSTRIES PVT LTD SHANTI INDUSTRIES PVT LTD Madhya Pradesh 16, VIKAS NAGAR, KHERAPATIROAD,,GWALIOR M.P.,Madhya Pradesh,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10488,PERIDOT TECHNOLOGIES LIMITED,"PERIDOT TECHNOLOGIES LIMITED PERIDOT TECHNOLOGIES LIMITED PERIDOT TECHNOLOGIES LIMITED Tamil Nadu 39E, G.N.MILLS ROAD-,COIMBATORE,Coimbatore,Tamil Nadu,641029-India ; nan nan ; nan nan nan nan ; nan nan"
10489,EXCEL ELECTRONICS (INDIA) PRIVATE LIMITED,"EXCEL ELECTRONICS (INDIA) PRIVATE LIMITED EXCEL ELECTRONICS (INDIA) PRIVATE LIMITED EXCEL ELECTRONICS (INDIA) PRIVATE LIMITED Tamil Nadu G7, CHANDRAN COMPLEX,11-I, HEADQUARTERS ROAD,,COIMBATORE-641 018,Tamil Nadu,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10490,J M INDUSTRIES PRIVATE LIMITED,"J M INDUSTRIES PRIVATE LIMITED J M INDUSTRIES PRIVATE LIMITED J M INDUSTRIES PRIVATE LIMITED Uttar Pradesh CHAKRATA ROADSAHARANPUR SAHARNPUR,UTTAR PRADESH,Uttar Pradesh,247001-India ; nan nan ; nan nan nan nan ; nan nan"
10491,RANK INDUSTRIES LIMITED,"RANK INDUSTRIES LIMITED RANK INDUSTRIES LIMITED RANK INDUSTRIES LIMITED Telangana 8-2-594/2, ROAD NO.1,BANJARA HILLS,,HYDERABAD,Telangana,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10492,SRI VARI METAL WORKS PRIVATE LIMITED,"SRI VARI METAL WORKS PRIVATE LIMITED SRI VARI METAL WORKS PRIVATE LIMITED SRI VARI METAL WORKS PRIVATE LIMITED Tamil Nadu E-14, SIDCO INDUSTRIALESTATE, 5TH PHASE, HOSUR, DHARMAPURI DIST.,NA,Tamil Nadu,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10493,C M I LIMITED,"C M I LIMITED C M I LIMITED C M I LIMITED Haryana HARYANA INDIA,NA,Haryana,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10494,VIJAY INDUSTRIES PVT LTD,"VIJAY INDUSTRIES PVT LTD VIJAY INDUSTRIES PVT LTD VIJAY INDUSTRIES PVT LTD Orissa PANPOSH ROADNEAR TARINI TEMPLE ROURKELA,SUNDARGARH,Orissa,769004-India ; nan nan ; nan nan nan nan ; nan nan"
10495,ACE TRADING CO. PRIVATE LIMITED,"ACE TRADING CO. PRIVATE LIMITED ACE TRADING CO. PRIVATE LIMITED ACE TRADING CO. PRIVATE LIMITED West Bengal 102, BANGUR AVENUE, BLOCK - B 3RD FLOOR, FLAT NO - 3B,KOLKATA,Kolkata,West Bengal,700055-India ; nan nan ; nan nan nan nan ; nan nan"
10496,MILIUM PRODUCTS PRIVATE LIMITED,"MILIUM PRODUCTS PRIVATE LIMITED MILIUM PRODUCTS PRIVATE LIMITED MILIUM PRODUCTS PRIVATE LIMITED Maharashtra N3 PLOT NO. 67,CIDCO,Aurangabad,Aurangabad,Maharashtra,431001-India ; nan nan ; nan nan nan nan ; nan nan"
10497,GOODRICH CEREALS LIMITED,"GOODRICH CEREALS LIMITED GOODRICH CEREALS LIMITED GOODRICH CEREALS LIMITED Haryana Viilage Nagla,Meerut Road,Karnal,Karnal,Haryana,132001-India ; nan nan ; nan nan nan nan ; nan nan"
10498,APICON REAL INFRA PRIVATE LIMITED,"APICON REAL INFRA PRIVATE LIMITED APICON REAL INFRA PRIVATE LIMITED APICON REAL INFRA PRIVATE LIMITED Madhya Pradesh BF 42 SCHEME NO 54,INDORE,Indore,Madhya Pradesh,452010-India ; nan nan ; nan nan nan nan ; nan nan"
10499,RELIANCE OIL AND GAS PRIVATE LIMITED,"RELIANCE OIL AND GAS PRIVATE LIMITED RELIANCE OIL AND GAS PRIVATE LIMITED RELIANCE OIL AND GAS PRIVATE LIMITED Gujarat AVDESH HOUSE , 3RD FLOOR , PRITAM NAGAR , ELLISBRIDGE,AHMEDABAD,Gujarat,380006-India ; nan nan ; nan nan nan nan ; nan nan"
10500,JJMS INDUSTRIES PRIVATE LIMITED,"JJMS INDUSTRIES PRIVATE LIMITED JJMS INDUSTRIES PRIVATE LIMITED JJMS INDUSTRIES PRIVATE LIMITED West Bengal C/o Prabir Midya,,Jhimuli, Narayanpur,Old Malda,Malda,West Bengal,732142-India ; nan nan ; nan nan nan nan ; nan nan"
10501,ATLAS AUTOMOTIVE COMPONENTS PRIVATE LIMITED,"ATLAS AUTOMOTIVE COMPONENTS PRIVATE LIMITED ATLAS AUTOMOTIVE COMPONENTS PRIVATE LIMITED ATLAS AUTOMOTIVE COMPONENTS PRIVATE LIMITED Maharashtra NA,MUMBAI,Maharashtra,400003-India ; nan nan ; nan nan nan nan ; nan nan"
10502,MICRO MINERALS PRIVATE LIMITED,"MICRO MINERALS PRIVATE LIMITED MICRO MINERALS PRIVATE LIMITED MICRO MINERALS PRIVATE LIMITED Tamil Nadu 12, WHITES ROAD,,MADRAS,Chennai,Tamil Nadu,600014-India ; nan nan ; nan nan nan nan ; nan nan"
10503,SHARP ABRASIVES PVT LTD.,"SHARP ABRASIVES PVT LTD. SHARP ABRASIVES PVT LTD. SHARP ABRASIVES PVT LTD. Pondicherry 8/2 K.M STONEBLOOD BANK ROAD DARIYAL TIPPA,NA,Pondicherry,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10504,EXULTANT HEAVEN PRIVATE LIMITED,"EXULTANT HEAVEN PRIVATE LIMITED EXULTANT HEAVEN PRIVATE LIMITED EXULTANT HEAVEN PRIVATE LIMITED Madhya Pradesh 282 Tejpur Gadbadi,Flate No.501,Indore,Indore,Madhya Pradesh,452012-India ; nan nan ; nan nan nan nan ; nan nan"
10505,STONE INDIA PRIVATE LIMITED,"STONE INDIA PRIVATE LIMITED STONE INDIA PRIVATE LIMITED STONE INDIA PRIVATE LIMITED Rajasthan 54/144,MADHYAM MARG MANSAROVAR,JAIPUR,Rajasthan,000000-India ; nan nan ; nan nan nan nan ; nan nan"
10506,PRECISION MACHINE TOOLS PRIVATE LIMITED,"PRECISION MACHINE TOOLS PRIVATE LIMITED PRECISION MACHINE TOOLS PRIVATE LIMITED PRECISION MACHINE TOOLS PRIVATE LIMITED Mechanical Engineering Mechanical Engineering Rajasthan 8, DIMOND COLONY, N.H. BHUWANA,UDAIPUR,Rajasthan,000000-India ; ; nan nan nan ; Mechanical Components"
10507,SMT EXPORTS PRIVATE LIMITED,"SMT EXPORTS PRIVATE LIMITED SMT EXPORTS PRIVATE LIMITED SMT EXPORTS PRIVATE LIMITED Rajasthan 191, GANESH COLONY,RAOJI KA HATA, UDAIPUR,NA,Rajasthan,000000-India ; nan nan ; nan nan nan nan ; nan nan"
